order_id,customer_id,order_date,ship_date,status,quality_flag
ORD-000162,CUST-00012,2026-04-26,2026-04-29,returned,False
ORD-000044,CUST-00074,2026-02-22,2026-02-26,processing,False
ORD-000218,CUST-90002,2025-05-21,2025-05-29,cancelled,False
ORD-000402,CUST-00007,2025-12-04,2025-12-07,returned,False
ORD-000191,CUST-00110,2026-01-01,2026-01-02,shipped,False
ORD-000310,CUST-00130,2025-10-05,2025-10-13,processing,False
ORD-000260,,2025-02-21,2025-02-25,returned,False
ORD-000106,CUST-00025,2026-05-25,2026-05-31,shipped,False
ORD-000054,CUST-00068,2025-10-11,2025-10-13,returned,False
ORD-000390,CUST-00020,2025-02-10,2025-02-11,returned,False
ORD-000002,CUST-00197,2026-03-31,2026-04-02,processing,False
ORD-000451,CUST-00048,2025-09-06,2025-09-15,shipped,False
ORD-000493,CUST-00108,2025-07-10,2025-07-20,cancelled,False
ORD-000050,CUST-00086,2025-01-22,2025-01-22,shipped,False
ORD-000420,CUST-00032,2026-04-16,2026-04-25,shipped,False
ORD-000081,CUST-00186,2025-02-22,2025-02-26,processing,False
ORD-000206,CUST-00115,2025-07-04,2025-07-12,processing,False
ORD-000035,CUST-00133,2025-08-28,2025-09-04,returned,False
ORD-000431,CUST-00099,2025-06-16,2025-06-25,returned,False
ORD-000264,CUST-00046,2025-11-12,2025-11-19,completed,False
ORD-000428,CUST-00190,2025-10-15,2025-10-23,completed,False
ORD-000367,CUST-00063,2025-02-02,2025-02-12,returned,False
ORD-000092,CUST-00119,2025-04-04,2025-04-12,cancelled,False
ORD-000340,CUST-00126,2025-08-13,2025-08-15,shipped,False
ORD-000484,CUST-00062,2025-04-29,2025-05-01,processing,False
ORD-000053,CUST-00181,2025-12-03,2025-12-05,completed,False
ORD-000346,,2025-03-05,2025-03-13,shipped,False
ORD-000265,CUST-00045,2026-02-07,2026-02-15,shipped,False
ORD-000242,CUST-00156,2025-03-22,2025-03-26,returned,False
ORD-000014,CUST-00156,2026-04-13,2026-04-17,cancelled,False
ORD-000316,CUST-00083,2025-01-06,2025-01-14,cancelled,False
ORD-000089,CUST-00010,2025-12-14,2025-12-19,shipped,False
ORD-000388,CUST-00142,2026-01-15,2026-01-16,shipped,False
ORD-000274,CUST-00022,2025-10-14,2025-10-23,returned,False
ORD-000167,CUST-00175,2026-01-16,2026-01-24,returned,False
ORD-000329,CUST-00135,2025-06-29,2025-07-08,cancelled,False
ORD-000078,CUST-00179,2025-03-03,2025-03-12,returned,True
ORD-000135,CUST-00127,2025-06-04,2025-06-04,completed,False
ORD-000307,CUST-00042,2025-10-25,2025-10-25,completed,False
ORD-000491,CUST-00179,2025-06-13,2025-06-18,cancelled,False
ORD-000320,CUST-00011,2025-02-08,2025-02-10,shipped,False
ORD-000244,CUST-00171,2025-04-06,2025-04-14,shipped,False
ORD-000055,CUST-00136,2025-09-14,2025-09-16,completed,False
ORD-000364,CUST-00007,2026-03-11,2026-03-19,shipped,False
ORD-000051,CUST-00091,2025-05-09,2025-05-18,completed,False
ORD-000466,CUST-00106,2025-07-24,2025-08-02,shipped,False
ORD-000175,CUST-00182,2025-05-30,2025-06-01,processing,False
ORD-000446,CUST-00185,2026-03-18,2026-03-25,returned,False
ORD-000190,CUST-00122,2026-01-18,2026-01-22,completed,False
ORD-000254,CUST-00037,2026-04-21,2026-04-24,returned,False
ORD-000464,CUST-00163,2025-09-06,2025-09-11,processing,False
ORD-000188,CUST-00134,2026-06-04,2026-06-12,completed,False
ORD-000170,CUST-00194,2026-03-24,2026-03-25,cancelled,False
ORD-000059,CUST-00075,2026-06-23,2026-06-24,completed,False
ORD-000049,CUST-00135,2025-08-06,2025-08-16,returned,False
ORD-000345,CUST-00190,2026-01-06,2026-01-07,completed,False
ORD-000236,CUST-00022,2026-04-06,2026-04-13,returned,False
ORD-000253,CUST-00011,2025-06-11,2025-06-18,cancelled,False
ORD-000022,CUST-00188,2025-04-10,2025-04-20,completed,False
ORD-000314,CUST-00146,2025-04-13,2025-04-19,cancelled,False
ORD-000460,CUST-00181,2026-03-17,2026-03-27,shipped,False
ORD-000161,CUST-00099,2025-08-28,2025-09-05,processing,False
ORD-000277,CUST-00090,2025-05-28,2025-05-31,returned,False
ORD-000444,CUST-00072,2026-04-01,2026-04-06,processing,False
ORD-000192,CUST-00117,2025-04-17,2025-04-26,processing,False
ORD-000386,CUST-00121,2026-02-02,2026-02-05,shipped,False
ORD-000294,CUST-00148,2026-03-05,2026-03-07,shipped,False
ORD-000414,CUST-00183,2025-01-13,2025-01-13,processing,False
ORD-000344,CUST-00071,2025-03-25,2025-04-02,returned,False
order000258,CUST-00069,2025-09-05,2025-09-12,processing,False
ORD-000309,CUST-00169,2026-05-06,2026-05-09,returned,False
ORD-000150,CUST-00067,2026-06-05,2026-06-10,processing,False
ORD-000131,CUST-00147,2026-01-13,2026-01-17,completed,False
ORD-000152,CUST-00144,2026-05-13,2026-05-16,shipped,False
ORD-000360,CUST-00062,2025-05-17,2025-05-27,completed,False
ORD-000100,CUST-00089,2025-04-24,2025-04-28,returned,True
ORD-000373,CUST-00100,2025-10-24,2025-10-27,returned,False
ORD-000088,CUST-00140,2025-01-30,2025-02-01,processing,False
ORD-000459,CUST-00184,2026-01-25,2026-01-30,processing,False
ORD-000331,CUST-00128,2026-02-15,2026-02-13,shipped,False
ORD-000215,CUST-00028,2026-01-11,2026-01-16,returned,False
ORD-000467,CUST-00002,2025-01-28,2025-02-04,shipped,False
ORD-000122,,2025-04-16,2025-04-18,shipped,False
ORD-000244,CUST-00171,2025-04-06,2025-04-14,shipped,False
ORD-000021,CUST-00189,2025-09-14,2025-09-24,shipped,False
ORD-000189,CUST-00164,2026-02-04,2026-02-11,cancelled,False
ORD-000072,CUST-00065,2026-02-28,2026-03-05,cancelled,False
ORD-000107,CUST-90000,2026-01-25,2026-02-02,shipped,False
ORD-000271,CUST-00050,2026-02-15,2026-02-15,returned,False
ORD-000349,CUST-00082,2026-05-16,2026-05-17,cancelled,False
ORD-000436,CUST-00162,2026-02-11,2026-02-16,processing,False
ORD-000103,CUST-00091,2025-02-26,2025-02-26,processing,False
