order_item_id,order_id,product_id,quantity,unit_price,item_total,quality_flag
OI-0000722,ORD-000410,PRD-0001,4,208.93,835.72,False
OI-0000312,ORD-000366,PRD-0050,6,10.99,65.94,False
OI-0001085,ORD-000014,PRD-0040,5,101.99,509.95,False
OI-0000431,ORD-000193,PRD-0054,6,201.98,1250.74,False
OI-0000550,ORD-000305,PRD-0039,7,204.28,1429.96,False
OI-0001207,ORD-000459,PRD-0032,2,294.41,588.82,False
OI-0001168,ORD-000444,PRD-0043,6,110.55,663.3,False
OI-0000216,ORD-000303,PRD-0007,8,257.12,2056.96,False
OI-0000462,order000176,PRD-0030,1,20.49,20.49,False
OI-0000028,ORD-000221,PRD-9036,5,53.87,269.35,False
OI-0001220,ORD-000244,PRD-0018,6,481.81,2890.86,False
OI-0000835,ORD-000171,PRD-0050,8,10.99,87.92,False
OI-0000845,ORD-000222,PRD-0008,6,57.98,347.88,False
OI-0000869,ORD-000207,PRD-0049,2,199.67,399.34,False
OI-0000896,ORD-000214,PRD-0014,6,85.64,513.84,False
OI-0000539,ORD-000223,PRD-0002,0,317.64,2223.48,False
OI-0000817,ORD-000086,PRD-0039,4,204.28,817.12,False
OI-0000594,ORD-000090,PRD-0005,3,283.26,849.78,False
OI-0000355,ORD-000067,PRD-0056,5,87.59,437.95,False
OI-0001107,ORD-000135,PRD-0018,3,481.81,1445.43,False
OI-0000760,ORD-000318,PRD-0021,4,53.87,215.48,False
OI-0000257,ORD-000076,PRD-0013,7,228.07,1596.49,False
OI-0000292,ORD-000406,PRD-0017,7,43.0,301.0,False
OI-0000026,ORD-000416,PRD-0053,1,290.66,290.66,False
OI-0000337,ORD-000212,PRD-0045,8,347.66,2781.28,False
OI-0000483,ORD-000262,PRD-0019,0,85.46,427.3,False
OI-0000048,ORD-000100,PRD-0030,7,20.49,143.43,False
OI-0000319,ORD-000317,PRD-0001,4,208.93,855.51,False
OI-0000107,ORD-000003,PRD-0055,4,63.6,254.4,False
OI-0000893,ORD-000045,PRD-0030,7,20.49,143.43,False
OI-0000056,ORD-000409,PRD-0042,2,88.76,177.52,False
OI-0000850,ORD-000052,PRD-9018,7,10.99,76.93,False
OI-0000214,ORD-000303,PRD-0045,892,347.66,1738.3,True
OI-0000121,ORD-000078,PRD-0001,1,208.93,208.93,False
OI-0001066,ORD-000428,PRD-0045,1,347.66,374.91,False
OI-0000504,ORD-000146,PRD-0009,2,128.37,256.74,False
OI-0000579,ORD-000290,PRD-0015,4,152.55,610.2,False
OI-0000073,ORD-000091,PRD-0016,5,180.7,903.5,False
OI-0000411,ORD-000483,PRD-0013,5,228.07,1140.35,False
OI-0000668,ORD-000098,PRD-0028,5,323.11,1615.55,False
OI-0000833,ORD-000029,PRD-0036,1,0.0,0.0,False
OI-0000561,ORD-000235,PRD-0048,3,308.22,924.66,False
OI-0000433,ORD-000465,PRD-0019,2,85.46,170.92,False
OI-0000554,ORD-000361,PRD-0028,5,323.11,1615.55,False
OI-0001002,ORD-000213,PRD-0022,3,25.94,77.82,False
OI-0000875,ORD-000421,PRD-0028,6,323.11,1938.66,False
OI-0000977,ORD-000380,PRD-9024,7,0.0,0.0,False
OI-0000623,ORD-000011,prod_0027,6,494.97,2969.82,False
OI-0001179,ORD-000344,PRD-0029,6,,185.52,False
OI-0000559,ORD-000235,PRD-0020,7,,1836.73,False
OI-0000326,ORD-000333,PRD-0019,6,85.46,512.76,False
OI-0000571,ORD-000140,PRD-0003,0,,195.64,False
OI-0000866,ORD-000207,PRD-0048,1,308.22,308.22,False
OI-0000317,ORD-000419,PRD-0040,7,101.99,713.93,False
OI-0000971,ORD-000157,PRD-0054,5,201.98,1009.9,False
OI-0000927,ORD-000231,PRD-0012,8,108.15,865.2,False
OI-0000466,ORD-000145,PRD-0028,7,323.11,2261.77,False
OI-0001051,ORD-000451,PRD-0024,6,130.89,785.34,False
OI-0000761,ORD-000318,PRD-0010,7,146.75,1052.43,False
OI-0001080,ORD-000242,prod_0027,8,494.97,3959.76,False
OI-0000756,ORD-000457,prod_0027,2,494.97,989.94,False
OI-0000907,ORD-000293,PRD-0033,8,120.67,965.36,False
OI-0000061,ORD-000452,PRD-0005,2,283.26,566.52,False
OI-0000434,ORD-000027,PRD-0012,2,108.15,216.3,False
OI-0000946,ORD-000139,PRD-0053,7,290.66,2034.62,False
OI-0000093,ORD-000102,PRD-0008,1,57.98,57.98,False
OI-0000964,ORD-000065,PRD-0046,6,62.18,373.08,False
OI-0001178,ORD-000344,PRD-0002,4,317.64,1270.56,False
OI-0000352,ORD-000018,PRD-0047,-3,-31.78,-158.9,False
OI-0000195,ORD-000156,PRD-0041,8,380.19,3041.52,False
OI-0000281,ORD-000334,PRD-0030,8,20.49,163.92,False
OI-0000799,ORD-000332,PRD-0023,4,122.0,488.0,False
OI-0000495,ORD-000194,PRD-0023,8,122.0,976.0,False
OI-0000360,ORD-000403,PRD-0040,2,101.99,213.62,False
OI-0001223,ORD-000021,PRD-0024,7,130.89,916.23,False
OI-0000812,ORD-000066,PRD-0012,3,108.15,324.45,False
OI-0000932,ORD-000261,PRD-0007,8,257.12,2056.96,False
OI-0000585,ORD-000060,PRD-0037,4,10.24,40.96,False
OI-0000507,ORD-000093,PRD-0049,8,199.67,1597.36,False
OI-0000552,ORD-000425,PRD-0034,4,76.39,305.56,False
OI-0001010,ORD-000499,PRD-0031,7,130.03,910.21,False
OI-0000183,ORD-000461,PRD-0059,6,241.74,1450.44,False
OI-0000712,ORD-000429,PRD-9021,4,101.99,407.96,False
OI-0000527,ORD-000164,PRD-0002,3,317.64,952.92,False
OI-0000111,ORD-000083,PRD-0021,6,53.87,323.22,False
OI-0000371,ORD-000355,PRD-0029,5,30.92,154.6,False
OI-0000459,order000176,PRD-0054,7,201.98,1413.86,False
OI-0000240,ORD-000486,PRD-9005,6,165.58,993.48,False
OI-0000788,ORD-000439,PRD-0051,5,20.39,101.95,False
OI-0000919,ORD-000268,PRD-0018,5,481.81,2409.05,False
OI-0000672,ORD-000123,PRD-0040,8,101.99,815.92,False
OI-0000205,ORD-000299,PRD-0051,4,20.39,81.56,False
OI-0000591,ORD-000090,PRD-0023,0,122.0,122.0,False
OI-0000902,ORD-000172,PRD-0018,8,481.81,3854.48,False
OI-0000719,ORD-000385,PRD-0032,1,294.41,318.5,False
OI-0000891,ORD-000227,PRD-0042,3,88.76,266.28,False
OI-0000732,ORD-000347,PRD-0048,6,308.22,1849.32,False
OI-0001132,ORD-000190,PRD-0058,1,331.5,331.5,False
OI-0000184,ORD-000047,PRD-0002,3,317.64,952.92,False
OI-0000138,ORD-000080,PRD-0021,6,53.87,323.22,False
OI-0000701,ORD-000427,PRD-0052,4,130.75,523.0,False
OI-0000081,ORD-000211,PRD-0024,3,130.89,392.67,False
OI-0000894,ORD-000045,PRD-0060,5,368.92,1844.6,False
OI-0000814,ORD-000086,PRD-0020,5,262.39,1352.48,False
OI-0001183,ORD-000309,PRD-0033,8,120.67,965.36,False
OI-0000166,ORD-000475,PRD-0025,1,165.58,165.58,False
OI-0000249,ORD-000354,PRD-0003,6,48.91,293.46,False
OI-0000308,ORD-000026,prod_0027,3,494.97,1484.91,False
OI-0000851,ORD-000241,PRD-0020,8,262.39,2099.12,False
OI-0000536,ORD-000315,PRD-0011,6,175.82,1054.92,False
OI-0000335,ORD-000212,PRD-0039,2,204.28,408.56,False
OI-0000098,ORD-000155,PRD-0011,5,175.82,879.1,False
OI-0000546,ORD-000287,PRD-0052,7,130.75,915.25,False
OI-0000679,ORD-000203,PRD-0051,6,20.39,122.34,False
OI-0001009,ORD-000499,PRD-0025,7,165.58,1159.06,True
OI-0000844,ORD-000222,PRD-0046,2,62.18,133.12,False
OI-0000766,ORD-000137,PRD-0017,7,43.0,301.0,False
OI-0000629,ORD-000104,PRD-0024,5,130.89,654.45,False
OI-0001143,ORD-000049,PRD-0023,2,122.0,244.0,False
OI-0000303,ORD-000490,PRD-0017,8,43.0,344.0,False
OI-0001036,ORD-000310,PRD-0060,7,368.92,2582.44,False
OI-0000389,ORD-000117,PRD-0024,4,130.89,523.56,False
OI-0000236,ORD-000311,PRD-0052,1,130.75,130.75,False
OI-0000906,ORD-000099,PRD-0050,2,10.99,21.98,False
OI-0000807,ORD-000045,PRD-0029,4,,123.68,False
OI-0000306,ORD-000026,PRD-0057,2,464.07,928.14,False
OI-0000859,ORD-000179,PRD-0016,5,180.7,903.5,False
OI-0001208,ORD-000459,PRD-0039,8,204.28,1634.24,False
OI-0000250,ORD-000354,PRD-0045,8,347.66,2781.28,False
OI-0000846,ORD-000222,prod_0006,7,19.43,136.01,False
OI-0000072,ORD-000091,PRD-0016,2,180.7,361.4,False
OI-0000095,ORD-000219,PRD-0008,3,57.98,173.94,False
OI-0000606,order000393,PRD-0026,3,473.43,1420.29,False
OI-0000034,ORD-000174,PRD-0010,5,146.75,733.75,False
OI-0000856,ORD-000387,PRD-0039,4,204.28,817.12,False
OI-0000449,ORD-000477,PRD-0058,4,331.5,1326.0,False
OI-0000446,ORD-000038,PRD-0043,6,110.55,663.3,False
OI-0000945,ORD-000434,PRD-0031,0,130.03,780.18,False
OI-0001227,ORD-000072,PRD-0030,2,20.49,40.98,False
OI-0000889,ORD-000101,PRD-0013,6,228.07,1368.42,False
OI-0000078,ORD-000365,PRD-0032,2,294.41,588.82,False
OI-0000085,ORD-000330,PRD-0051,5,20.39,101.95,False
OI-0000599,ORD-000007,PRD-0015,4,152.55,610.2,False
OI-0000083,ORD-000211,PRD-0002,1,317.64,317.64,False
OI-0000458,ORD-000115,PRD-0041,4,380.19,1520.76,False
OI-0000713,ORD-000429,PRD-0021,7,53.87,377.09,False
OI-0000890,ORD-000101,PRD-0060,8,368.92,2951.36,False
OI-0000437,ORD-000008,PRD-0001,3,208.93,659.61,False
OI-0000650,ORD-000292,PRD-0034,1,76.39,76.39,False
OI-0001000,ORD-000213,PRD-0051,8,20.39,163.12,False
OI-0000405,ORD-000004,PRD-0007,6,257.12,1542.72,False
OI-0001102,ORD-000078,PRD-0025,2,165.58,331.16,False
OI-0000671,ORD-000357,PRD-9002,2,108.15,216.3,False
OI-0000725,ORD-000362,PRD-0036,7,0.0,0.0,False
OI-0000105,ORD-000064,PRD-0058,2,331.5,663.0,False
OI-0000597,ORD-000269,PRD-0032,4,294.41,1177.64,False
OI-0000669,ORD-000357,PRD-0042,5,88.76,443.8,False
OI-0000063,ORD-000452,PRD-9012,5,53.87,269.35,False
OI-0000282,ORD-000334,PRD-0020,7,262.39,1836.73,False
OI-0000733,ORD-000347,PRD-0044,7,325.75,2280.25,False
OI-0000239,ORD-000350,PRD-0021,2,53.87,107.74,False
OI-0000224,ORD-000181,PRD-0012,7,108.15,757.05,False
OI-0000146,ORD-000069,PRD-0026,4,473.43,1893.72,False
OI-0001180,ORD-000344,PRD-0004,4,37.34,149.36,False
OI-0000374,ORD-000024,PRD-0043,8,110.55,884.4,False
OI-0000119,ORD-000182,PRD-0030,8,20.49,163.92,False
OI-0000899,ORD-000437,PRD-0041,3,380.19,1140.57,False
OI-0000251,ORD-000354,PRD-0059,6,241.74,1450.44,False
OI-0001219,ORD-000244,PRD-0053,5,290.66,1453.3,False
OI-0000010,ORD-000369,PRD-0036,8,0.0,0.0,False
OI-0000450,ORD-000477,PRD-0003,6,48.91,293.46,False
OI-0000984,ORD-000217,PRD-0034,2,76.39,152.78,False
OI-0000390,ORD-000046,PRD-0022,8,25.94,249.71,False
OI-0000910,ORD-000293,PRD-0050,2,10.99,21.98,False
OI-0001011,ORD-000468,PRD-0019,8,85.46,683.68,False
OI-0000558,ORD-000408,PRD-0012,8,108.15,865.2,False
OI-0000461,order000176,PRD-0048,1,308.22,308.22,False
OI-0001164,ORD-000161,PRD-0012,3,,324.45,False
OI-0000145,ORD-000069,PRD-0053,1,290.66,290.66,False
OI-0000502,ORD-000488,PRD-0035,8,49.16,393.28,False
OI-0001167,ORD-000444,PRD-0012,1,108.15,108.15,False
OI-0000540,ORD-000223,PRD-0053,2,290.66,581.32,False
OI-0000178,ORD-000443,PRD-0054,8,201.98,1615.84,False
OI-0001221,ORD-000244,PRD-0007,6,257.12,1542.72,False
OI-0000934,ORD-000379,PRD-0056,5,87.59,437.95,False
OI-0000645,ORD-000401,PRD-0005,8,283.26,2306.05,False
OI-0000001,ORD-000481,PRD-0044,2,325.75,651.5,False
OI-0000008,ORD-000435,PRD-0056,0,87.59,87.59,False
OI-0000771,ORD-000198,PRD-0021,-4,53.87,107.74,False
OI-0000944,ORD-000434,PRD-9027,3,180.7,542.1,False
OI-0000358,ORD-000403,PRD-0001,3,208.93,626.79,False
OI-0000330,ORD-000032,PRD-0059,7,241.74,1692.18,False
OI-0000784,order000411,PRD-0040,3,101.99,305.97,False
OI-0001041,ORD-000106,PRD-9017,0,10.24,81.92,False
OI-0000259,ORD-000448,PRD-0033,2,120.67,241.34,False
OI-0000975,ORD-000380,PRD-0056,7,87.59,613.13,False
OI-0001001,ORD-000213,PRD-0012,1,108.15,108.15,False
OI-0001078,ORD-000265,PRD-0002,2,317.64,635.28,False
OI-0000863,ORD-000396,PRD-0059,2,241.74,483.48,False
OI-0000983,ORD-000412,PRD-0045,5,347.66,1738.3,False
OI-0000526,ORD-000164,PRD-0038,7,336.62,2356.34,False
OI-0000911,ORD-000216,PRD-0014,8,85.64,685.12,False
OI-0000738,ORD-000180,PRD-0055,7,63.6,445.2,False
OI-0000908,ORD-000293,PRD-0058,4,331.5,1326.0,False
OI-0001203,ORD-000088,PRD-0017,8,43.0,344.0,False
OI-0000441,ORD-000109,PRD-0005,6,,1699.56,False
OI-0000532,ORD-000075,prod_0006,8,19.43,155.44,False
OI-0000227,ORD-000375,PRD-0054,1,201.98,242.6,False
OI-0000229,ORD-000133,PRD-0043,7,110.55,773.85,False
OI-0001097,ORD-000274,PRD-0051,-3,20.39,40.78,False
OI-0000213,ORD-000412,PRD-0007,4,257.12,1028.48,False
OI-0000080,ORD-000211,PRD-0056,7,,613.13,False
OI-0000149,ORD-000085,PRD-0013,6,228.07,1368.42,False
OI-0000655,ORD-000124,PRD-0034,5,76.39,381.95,False
OI-0001044,ORD-000390,PRD-0010,7,146.75,1027.25,False
OI-0000651,ORD-000292,PRD-0003,6,48.91,293.46,False
OI-0000134,ORD-000426,PRD-0060,6,368.92,2213.52,False
OI-0000972,ORD-000041,PRD-0009,1,128.37,128.37,False
OI-0000409,ORD-000228,PRD-0009,5,128.37,641.85,False
OI-0000746,ORD-000353,PRD-0050,5,10.99,54.95,False
OI-0000508,ORD-000093,PRD-0011,3,175.82,527.46,False
OI-0000986,ORD-000217,PRD-0044,5,325.75,1628.75,False
OI-0000505,ORD-000093,PRD-0024,4,130.89,523.56,False
OI-0001133,ORD-000254,PRD-0028,4,323.11,1292.44,False
OI-0000348,ORD-000267,PRD-0045,6,,2085.96,False
OI-0000387,ORD-000006,PRD-0053,5,290.66,1453.3,False
OI-0000001,ORD-000481,PRD-0044,2,325.75,651.5,False
OI-0000361,ORD-000397,PRD-0053,0,290.66,581.32,False
OI-0001196,ORD-000100,PRD-0001,5,208.93,1044.65,False
OI-0000476,ORD-000363,PRD-0036,3,0.0,0.0,False
OI-0000866,ORD-000207,PRD-0048,1,308.22,308.22,False
OI-0000860,ORD-000042,PRD-0004,1,37.34,37.34,False
OI-0000840,ORD-000407,PRD-9022,3,10.99,32.97,False
OI-0001034,ORD-000191,PRD-0022,5,25.94,129.7,False
OI-0000173,ORD-000019,PRD-0037,7,10.24,71.68,False
OI-0000451,ORD-000119,PRD-0059,2,241.74,483.48,False
OI-0000126,ORD-000453,PRD-0032,3,294.41,883.23,False
OI-0000709,ORD-000130,PRD-0019,6,85.46,512.76,False
OI-0000531,ORD-000238,PRD-0039,1,204.28,204.28,False
OI-0000091,ORD-000102,PRD-0045,4,347.66,1390.64,False
OI-0001224,ORD-000189,PRD-0059,2,241.74,483.48,False
OI-0000182,ORD-000461,PRD-9025,3,130.75,392.25,False
OI-0001100,ORD-000329,PRD-0015,6,152.55,915.3,False
OI-0000415,ORD-000111,PRD-0038,7,336.62,2356.34,False
OI-0000252,ORD-000354,PRD-0002,5,317.64,1588.2,False
OI-0000070,ORD-000449,PRD-9016,7,199.67,1397.69,False
OI-0000132,ORD-000426,PRD-0028,3,323.11,969.33,False
OI-0000301,ORD-000432,PRD-0015,5,152.55,762.75,False
OI-0000742,ORD-000478,PRD-0026,1,473.43,473.43,False
OI-0000327,ORD-000032,PRD-0057,3,464.07,1392.21,False
OI-0001237,ORD-000103,PRD-0008,1,57.98,57.98,False
OI-0001064,ORD-000431,PRD-0003,8,48.91,391.28,False
OI-0000500,ORD-000110,PRD-0053,7,290.66,2034.62,False
OI-0000737,ORD-000113,PRD-0060,6,368.92,2213.52,False
OI-0000365,ORD-000095,PRD-0008,1,57.98,57.98,False
OI-0000496,ORD-000194,PRD-0036,2,0.0,0.0,False
OI-0001177,ORD-000414,PRD-0009,2,128.37,279.25,False
OI-0000339,ORD-000423,PRD-0045,1,347.66,347.66,False
OI-0000422,ORD-000298,PRD-0045,4,347.66,1390.64,False
OI-0000165,ORD-000475,PRD-0059,6,241.74,1450.44,False
OI-0000029,ORD-000221,PRD-0019,2,85.46,170.92,False
OI-0000517,ORD-000417,PRD-0042,2,88.76,177.52,False
OI-0000194,ORD-000156,PRD-0039,4,204.28,817.12,False
OI-0000702,ORD-000427,PRD-0002,-3,317.64,1905.84,False
OI-0000868,ORD-000207,PRD-0024,2,130.89,261.78,False
OI-0000170,ORD-000336,PRD-0011,4,175.82,703.28,False
OI-0000789,ORD-000439,PRD-0004,1,37.34,37.34,False
OI-0000653,ORD-000124,PRD-0036,3,0.0,0.0,False
OI-0000174,ORD-000281,PRD-0060,3,368.92,1106.76,False
OI-0000519,ORD-000417,PRD-0034,6,76.39,458.34,False
OI-0001028,ORD-000218,PRD-0058,3,331.5,994.5,False
OI-0000781,ORD-000225,PRD-0029,6,30.92,185.52,False
OI-0000492,ORD-000246,PRD-0046,7,62.18,435.26,False
OI-0000074,ORD-000382,PRD-0055,5,63.6,318.0,False
OI-0001058,ORD-000206,PRD-9001,5,294.41,1472.05,False
OI-0000588,ORD-000112,PRD-0031,2,130.03,260.06,False
OI-0000658,ORD-000376,PRD-0017,-2,43.0,43.0,False
OI-0000235,ORD-000177,PRD-0012,3,108.15,324.45,False
OI-0000215,ORD-000303,PRD-0043,4,110.55,442.2,False
OI-0000163,ORD-000073,PRD-0025,6,165.58,993.48,False
OI-0000133,ORD-000426,PRD-0016,6,180.7,1084.2,False
OI-0000865,ORD-000396,PRD-0044,3,325.75,977.25,False
OI-0001014,ORD-000304,PRD-0055,5,63.6,318.0,False
OI-0001038,ORD-000260,PRD-0035,4,49.16,196.64,False
OI-0000186,ORD-000196,PRD-0024,7,130.89,916.23,False
OI-0000042,ORD-000276,PRD-0053,5,290.66,1453.3,False
OI-0000693,ORD-000404,PRD-0008,7,57.98,405.86,False
OI-0000109,ORD-000341,PRD-0060,1,368.92,368.92,False
OI-0001129,ORD-000190,PRD-0012,6,108.15,648.9,False
OI-0000569,ORD-000197,PRD-0050,8,10.99,87.92,False
OI-0001193,ORD-000152,PRD-0054,2,201.98,409.45,False
OI-0001070,ORD-000340,PRD-0052,6,130.75,784.5,False
OI-0001217,ORD-000467,PRD-0033,3,120.67,401.28,False
OI-0000484,ORD-000169,PRD-0013,8,228.07,1824.56,False
OI-0000469,ORD-000377,PRD-0045,6,347.66,2116.09,False
OI-0000025,ORD-000416,PRD-0040,4,101.99,407.96,False
OI-0000731,ORD-000374,PRD-0037,3,10.24,30.72,False
OI-0000779,ORD-000356,PRD-0056,5,87.59,437.95,False
OI-0000839,ORD-000407,PRD-0047,3,-31.78,-95.34,False
OI-0001068,ORD-000367,PRD-0030,2,20.49,40.98,False
OI-0000367,ORD-000095,PRD-0059,8,241.74,1933.92,False
OI-0000941,ORD-000163,PRD-0026,2,473.43,946.86,False
OI-0001111,ORD-000320,PRD-0057,3,464.07,1392.21,False
OI-0000384,ORD-000266,prod_0006,8,19.43,163.71,False
OI-0000718,ORD-000335,PRD-0012,4,108.15,432.6,False
OI-0000455,ORD-000115,PRD-0003,4,48.91,195.64,False
OI-0000265,ORD-000275,PRD-0053,7,290.66,2034.62,False
OI-0000847,ORD-000096,PRD-0025,1,165.58,165.58,False
OI-0000233,ORD-000438,PRD-0058,1,331.5,331.5,False
OI-0000445,ORD-000038,PRD-0023,4,122.0,488.0,False
OI-0000396,ORD-000395,PRD-0007,4,257.12,1028.48,False
OI-0000942,ORD-000163,PRD-0021,2,53.87,107.74,False
OI-0000177,ORD-000125,PRD-0046,3,62.18,186.54,False
OI-0000019,ORD-000496,PRD-0007,4,257.12,1028.48,False
OI-0001108,ORD-000307,PRD-0045,5,347.66,1738.3,False
OI-0000959,ORD-000327,PRD-0020,5,262.39,1311.95,False
OI-0000912,ORD-000216,PRD-0025,2,165.58,331.16,False
OI-0000815,ORD-000086,PRD-0010,2,146.75,293.5,False
OI-0000596,ORD-000269,PRD-0012,4,108.15,432.6,False
OI-0000062,ORD-000452,PRD-0047,2,-31.78,-63.56,False
OI-0000273,ORD-000454,PRD-0055,4,63.6,254.4,False
OI-0001188,ORD-000131,PRD-0023,8,122.0,976.0,False
OI-0000279,ORD-000057,PRD-0046,5,62.18,310.9,False
OI-0000967,ORD-000015,PRD-0041,7,380.19,2661.33,False
OI-0000695,ORD-000383,PRD-0038,4,336.62,1346.48,False
OI-0000369,order000497,PRD-9030,0,101.99,305.97,False
OI-0001199,ORD-000373,PRD-0019,1,85.46,85.46,False
OI-0000736,ORD-000113,PRD-9003,8,49.16,393.28,False
OI-0000917,ORD-000033,PRD-0021,5,53.87,269.35,False
OI-0000965,ORD-000301,PRD-0056,1,87.59,87.59,False
OI-0000924,ORD-000456,PRD-0035,3,49.16,147.48,False
OI-0000312,ORD-000366,PRD-0050,6,10.99,65.94,False
OI-0000548,ORD-000305,PRD-0009,4,128.37,513.48,False
OI-0000989,ORD-000482,prod_0027,5,494.97,2474.85,False
OI-0000689,ORD-000358,PRD-0031,5,130.03,650.15,False
OI-0000739,ORD-000180,PRD-0053,4,290.66,1162.64,False
OI-0001010,ORD-000499,PRD-0031,7,130.03,910.21,False
OI-0000457,ORD-000115,PRD-0011,1,175.82,175.82,False
OI-0000394,ORD-000395,PRD-0045,3,347.66,1042.98,False
OI-0000676,ORD-000184,PRD-0009,1,128.37,128.37,False
OI-0001023,ORD-000162,PRD-0015,5,152.55,762.75,False
OI-0000729,ORD-000295,PRD-0007,7,257.12,1799.84,False
OI-0000420,ORD-000325,PRD-0018,3,481.81,1445.43,False
OI-0000376,ORD-000024,PRD-0010,1,146.75,146.75,False
OI-0000413,ORD-000061,PRD-0033,6,120.67,724.02,False
OI-0000075,ORD-000132,PRD-0034,4,76.39,305.56,False
OI-0001184,ORD-000150,PRD-0039,1,204.28,204.28,False
OI-0000969,ORD-000157,PRD-0043,3,110.55,331.65,False
OI-0000501,ORD-000488,PRD-0059,5,241.74,1208.7,False
OI-0001062,ORD-000035,PRD-0026,8,473.43,3787.44,False
OI-0000617,ORD-000185,PRD-0024,5,,654.45,False
OI-0000115,ORD-000210,PRD-0026,8,473.43,3787.44,False
OI-0000418,ORD-000111,PRD-0034,7,76.39,534.73,False
OI-0000602,ORD-000352,PRD-0049,1,199.67,227.41,False
OI-0000605,order000393,PRD-0032,5,294.41,1472.05,False
OI-0000090,ORD-000370,PRD-0035,2,49.16,98.32,False
OI-0000923,ORD-000456,PRD-0011,6,175.82,1054.92,False
OI-0001211,ORD-000331,PRD-0033,1,120.67,130.22,False
OI-0000754,ORD-000457,prod_0006,6,19.43,116.58,False
OI-0000499,ORD-000256,PRD-0047,1,-31.78,-31.78,False
OI-0000985,ORD-000217,PRD-0016,2,180.7,361.4,False
OI-0000992,ORD-000440,PRD-0041,3,380.19,1140.57,False
OI-0000990,ORD-000482,PRD-0019,5,85.46,427.3,False
OI-0000012,ORD-000369,PRD-0046,8,62.18,497.44,False
OI-0000397,ORD-000017,PRD-0008,7,57.98,405.86,False
OI-0001225,ORD-000189,PRD-0014,4,85.64,342.56,False
OI-0000556,ORD-000408,PRD-0040,7,101.99,713.93,False
OI-0000043,ORD-000276,PRD-0021,966,53.87,323.22,True
OI-0000168,ORD-000336,PRD-0004,8,37.34,324.81,False
OI-0000417,ORD-000111,PRD-0057,1,464.07,464.07,False
OI-0000577,ORD-000254,PRD-0059,778,241.74,1208.7,False
OI-0000268,ORD-000394,PRD-0012,1068,108.15,865.2,False
OI-0000904,ORD-000099,PRD-0014,3,85.64,256.92,False
OI-0000427,ORD-000030,PRD-0045,7,347.66,2433.62,False
OI-0000691,ORD-000306,PRD-0017,5,43.0,215.0,False
OI-0000545,ORD-000287,PRD-0045,4,347.66,1390.64,False
OI-0000877,ORD-000421,PRD-0060,8,368.92,2951.36,False
OI-0000675,ORD-000123,PRD-0012,1090,108.15,540.75,False
OI-0000690,ORD-000358,PRD-0060,1,368.92,368.92,False
OI-0001113,ORD-000244,PRD-9019,8,19.43,155.44,False
OI-0000233,ORD-000438,PRD-0058,1,331.5,331.5,False
OI-0000160,ORD-000248,PRD-0032,8,294.41,2355.28,False
OI-0000993,ORD-000338,PRD-0043,1,110.55,110.55,False
OI-0000258,ORD-000076,PRD-0048,6,308.22,1895.06,False
OI-0000949,ORD-000063,PRD-0048,8,308.22,2465.76,False
OI-0000336,ORD-000212,PRD-0042,1,,88.76,False
OI-0000970,ORD-000157,PRD-0013,6,228.07,1368.42,False
OI-0000016,ORD-000323,PRD-0036,2,0.0,0.0,False
OI-0001012,ORD-000304,PRD-0044,1,325.75,325.75,False
OI-0000325,ORD-000333,PRD-0005,5,283.26,1416.3,False
OI-0000769,ORD-000137,PRD-0026,4,473.43,1893.72,False
OI-0000608,ORD-000151,PRD-0033,3,120.67,362.01,False
OI-0001112,ORD-000320,PRD-0051,3,20.39,61.17,False
OI-0000882,ORD-000257,prod_0027,6,494.97,2969.82,False
OI-0001042,ORD-000106,PRD-0002,528,317.64,167738.22,False
OI-0000223,ORD-000181,prod_0006,7,19.43,136.01,False
OI-0000180,ORD-000249,prod_0006,4,19.43,77.72,False
OI-0000862,ORD-000445,PRD-0043,5,110.55,552.75,False
OI-0000100,ORD-000226,PRD-0052,2,130.75,261.5,False
OI-0000758,ORD-000318,PRD-0004,1,37.34,37.34,False
OI-0000522,ORD-000084,PRD-0033,4,120.67,482.68,False
OI-0000762,ORD-000165,PRD-0049,2,199.67,399.34,False
OI-0000023,ORD-000348,PRD-0014,6,85.64,513.84,False
OI-0000357,ORD-000403,PRD-0048,1,308.22,308.22,False
OI-0000734,ORD-000347,PRD-0057,3,464.07,1414.14,False
OI-0001049,ORD-000451,PRD-0044,1,325.75,325.75,False
OI-0001171,ORD-000192,PRD-0060,3,368.92,1106.76,False
OI-0000612,ORD-000178,PRD-0021,5,53.87,269.35,False
OI-0001075,ORD-000053,PRD-0049,6,199.67,1198.02,False
OI-0000341,ORD-000423,PRD-0043,3,110.55,331.65,False
OI-0000432,ORD-000465,PRD-0050,4,10.99,43.96,False
OI-0000873,ORD-000255,PRD-0037,2,10.24,20.48,False
OI-0000218,ORD-000494,prod_0006,8,19.43,155.44,False
OI-0000204,ORD-000245,PRD-0023,2,122.0,244.0,False
OI-0001016,ORD-000351,PRD-0042,8,88.76,710.08,False
OI-0001030,ORD-000402,PRD-0041,5,380.19,1900.95,False
OI-0000094,ORD-000219,PRD-0043,3,110.55,373.63,False
OI-0000998,ORD-000208,PRD-0059,3,241.74,735.22,False
OI-0000069,ORD-000031,PRD-0056,2,87.59,175.18,False
OI-0001005,ORD-000500,PRD-0014,6,85.64,513.84,False
OI-0000285,ORD-000081,PRD-0005,5,283.26,1416.3,False
