order_item_id,order_id,product_id,quantity,unit_price,line_gmv,order_created_at,order_status,campaign_id,region,order_gmv,order_date,product_name,category,unit_cost,list_price,is_commercial_order
899,633,43,1,24.61,24.61,2025-01-16,completed,,Central,78.06,2025-01-16,Grocery Item 03,Grocery,11.56,24.61,True
900,633,36,1,53.45,53.45,2025-01-16,completed,,Central,78.06,2025-01-16,Fashion Item 04,Fashion,28.42,53.45,True
901,634,26,1,124.26,124.26,2025-01-16,completed,,Central,124.26,2025-01-16,Sports Item 02,Sports,72.7,124.26,True
902,635,8,1,20.47,20.47,2025-01-16,completed,,East,20.47,2025-01-16,Electronics Item 08,Electronics,12.26,20.47,True
903,636,14,1,61.39,61.39,2025-01-16,completed,,East,61.39,2025-01-16,Home Item 06,Home,36.75,61.39,True
904,637,12,1,117.99,117.99,2025-01-16,completed,,East,117.99,2025-01-16,Home Item 04,Home,58.96,117.99,True
905,638,31,1,19.71,19.71,2025-01-16,completed,,East,79.4,2025-01-16,Sports Item 07,Sports,11.9,19.71,True
906,638,9,1,59.69,59.69,2025-01-16,completed,,East,79.4,2025-01-16,Home Item 01,Home,38.0,59.69,True
907,639,15,1,173.9,173.9,2025-01-16,completed,,East,173.9,2025-01-16,Home Item 07,Home,83.24,173.9,True
908,640,25,1,43.73,43.73,2025-01-16,completed,,South,43.73,2025-01-16,Sports Item 01,Sports,20.88,43.73,True
909,641,47,1,21.34,21.34,2025-01-16,completed,,South,97.0,2025-01-16,Grocery Item 07,Grocery,13.74,21.34,True
910,641,22,1,75.66,75.66,2025-01-16,completed,,South,97.0,2025-01-16,Beauty Item 06,Beauty,36.14,75.66,True
911,642,32,2,12.22,24.44,2025-01-16,completed,,South,49.05,2025-01-16,Sports Item 08,Sports,7.11,12.22,True
912,642,43,1,24.61,24.61,2025-01-16,completed,,South,49.05,2025-01-16,Grocery Item 03,Grocery,11.56,24.61,True
913,643,8,1,20.47,20.47,2025-01-16,completed,,South,20.47,2025-01-16,Electronics Item 08,Electronics,12.26,20.47,True
914,644,48,1,101.03,101.03,2025-01-16,completed,,North,101.03,2025-01-16,,Grocery,44.45,101.03,True
915,645,20,1,42.3,42.3,2025-01-16,completed,,Central,42.3,2025-01-16,Beauty Item 04,Beauty,18.73,42.3,True
916,646,21,1,78.32,78.32,2025-01-16,refunded,,North,78.32,2025-01-16,Beauty Item 05,Beauty,34.88,78.32,False
917,647,13,1,34.71,34.71,2025-01-16,completed,,East,34.71,2025-01-16,Home Item 05,Home,15.9,34.71,True
918,648,3,1,57.71,57.71,2025-01-16,completed,,Central,57.71,2025-01-16,Electronics Item 03,Electronics,26.19,57.71,True
919,649,13,1,34.71,34.71,2025-01-16,completed,,North,237.19,2025-01-16,Home Item 05,Home,15.9,34.71,True
920,649,40,1,202.48,202.48,2025-01-16,completed,,North,237.19,2025-01-16,Fashion Item 08,Fashion,92.66,202.48,True
921,650,10,1,163.05,163.05,2025-01-16,completed,,North,163.05,2025-01-16,Home Item 02,Home,76.01,163.05,True
922,651,35,1,157.65,157.65,2025-01-16,processing,,Central,206.87,2025-01-16,Fashion Item 03,Fashion,77.82,157.65,True
923,651,43,2,24.61,49.22,2025-01-16,processing,,Central,206.87,2025-01-16,Grocery Item 03,Grocery,11.56,24.61,True
924,652,18,2,37.74,75.48,2025-01-16,completed,,Central,75.48,2025-01-16,Beauty Item 02,Beauty,18.64,37.74,True
925,653,3,1,57.71,57.71,2025-01-16,completed,,East,89.28999999999999,2025-01-16,Electronics Item 03,Electronics,26.19,57.71,True
926,653,45,1,31.58,31.58,2025-01-16,completed,,East,89.28999999999999,2025-01-16,Grocery Item 05,Grocery,18.68,31.58,True
927,654,44,1,69.13,69.13,2025-01-16,completed,,South,69.13,2025-01-16,Grocery Item 04,Grocery,46.32,69.13,True
928,655,44,2,69.13,138.26,2025-01-16,completed,,East,138.26,2025-01-16,Grocery Item 04,Grocery,46.32,69.13,True
929,656,19,1,152.53,152.53,2025-01-16,completed,,East,152.53,2025-01-16,Beauty Item 03,Beauty,83.95,152.53,True
930,657,43,1,24.61,24.61,2025-01-16,completed,,Central,24.61,2025-01-16,Grocery Item 03,Grocery,11.56,24.61,True
931,658,2,1,100.26,100.26,2025-01-16,completed,,North,100.26,2025-01-16,Electronics Item 02,Electronics,54.16,100.26,True
932,659,30,1,67.9,67.9,2025-01-17,completed,,South,137.03,2025-01-17,Sports Item 06,Sports,46.01,67.9,True
933,659,44,1,69.13,69.13,2025-01-17,completed,,South,137.03,2025-01-17,Grocery Item 04,Grocery,46.32,69.13,True
934,660,8,3,20.47,61.41,2025-01-17,completed,,Central,110.96,2025-01-17,Electronics Item 08,Electronics,12.26,20.47,True
935,660,41,1,49.55,49.55,2025-01-17,completed,,Central,110.96,2025-01-17,Grocery Item 01,Grocery,22.88,49.55,True
936,661,28,2,84.15,168.3,2025-01-17,completed,,South,168.3,2025-01-17,Sports Item 04,Sports,39.74,84.15,True
937,662,28,1,84.15,84.15,2025-01-17,completed,,South,84.15,2025-01-17,Sports Item 04,Sports,39.74,84.15,True
938,663,45,1,31.58,31.58,2025-01-17,completed,,South,85.03,2025-01-17,Grocery Item 05,Grocery,18.68,31.58,True
939,663,36,1,53.45,53.45,2025-01-17,completed,,South,85.03,2025-01-17,Fashion Item 04,Fashion,28.42,53.45,True
940,664,8,1,20.47,20.47,2025-01-17,completed,,East,20.47,2025-01-17,Electronics Item 08,Electronics,12.26,20.47,True
941,665,47,1,21.34,21.34,2025-01-17,completed,,East,21.34,2025-01-17,Grocery Item 07,Grocery,13.74,21.34,True
942,666,14,2,61.39,122.78,2025-01-17,completed,,North,245.07999999999998,2025-01-17,Home Item 06,Home,36.75,61.39,True
943,666,5,2,61.15,122.3,2025-01-17,completed,,North,245.07999999999998,2025-01-17,Electronics Item 05,Electronics,33.0,61.15,True
944,667,19,1,152.53,152.53,2025-01-17,processing,,Central,152.53,2025-01-17,Beauty Item 03,Beauty,83.95,152.53,True
945,668,17,2,101.25,202.5,2025-01-17,completed,,Central,274.36,2025-01-17,Beauty Item 01,Beauty,68.35,101.25,True
946,668,24,1,29.56,29.56,2025-01-17,completed,,Central,274.36,2025-01-17,Beauty Item 08,Beauty,14.55,29.56,True
947,668,20,1,42.3,42.3,2025-01-17,completed,,Central,274.36,2025-01-17,Beauty Item 04,Beauty,18.73,42.3,True
948,669,14,1,61.39,61.39,2025-01-17,completed,,North,145.54000000000002,2025-01-17,Home Item 06,Home,36.75,61.39,True
949,669,28,1,84.15,84.15,2025-01-17,completed,,North,145.54000000000002,2025-01-17,Sports Item 04,Sports,39.74,84.15,True
950,670,2,1,100.26,100.26,2025-01-17,completed,,East,178.57999999999998,2025-01-17,Electronics Item 02,Electronics,54.16,100.26,True
951,670,21,1,78.32,78.32,2025-01-17,completed,,East,178.57999999999998,2025-01-17,Beauty Item 05,Beauty,34.88,78.32,True
952,671,14,1,61.39,61.39,2025-01-17,cancelled,,East,61.39,2025-01-17,Home Item 06,Home,36.75,61.39,False
953,672,32,1,12.22,12.22,2025-01-17,completed,,South,12.22,2025-01-17,Sports Item 08,Sports,7.11,12.22,True
954,673,36,1,53.45,53.45,2025-01-17,completed,,East,95.75,2025-01-17,Fashion Item 04,Fashion,28.42,53.45,True
955,673,20,1,42.3,42.3,2025-01-17,completed,,East,95.75,2025-01-17,Beauty Item 04,Beauty,18.73,42.3,True
956,674,47,1,21.34,21.34,2025-01-17,completed,,South,21.34,2025-01-17,Grocery Item 07,Grocery,13.74,21.34,True
957,675,36,2,53.45,106.9,2025-01-17,refunded,,Central,106.9,2025-01-17,Fashion Item 04,Fashion,28.42,53.45,False
958,676,33,1,171.28,171.28,2025-01-17,processing,,Central,171.28,2025-01-17,Fashion Item 01,Fashion,77.9,171.28,True
959,677,35,1,157.65,157.65,2025-01-17,processing,,East,157.65,2025-01-17,Fashion Item 03,Fashion,77.82,157.65,True
960,678,46,2,125.88,251.76,2025-01-17,completed,,South,251.76,2025-01-17,Grocery Item 06,Grocery,73.75,125.88,True
961,679,3,1,57.71,57.71,2025-01-17,completed,,South,265.09999999999997,2025-01-17,Electronics Item 03,Electronics,26.19,57.71,True
962,679,44,3,69.13,207.39,2025-01-17,completed,,South,265.09999999999997,2025-01-17,Grocery Item 04,Grocery,46.32,69.13,True
963,680,28,1,84.15,84.15,2025-01-17,completed,,East,84.15,2025-01-17,Sports Item 04,Sports,39.74,84.15,True
964,681,21,1,78.32,78.32,2025-01-17,completed,,East,182.94,2025-01-17,Beauty Item 05,Beauty,34.88,78.32,True
965,681,8,1,20.47,20.47,2025-01-17,completed,,East,182.94,2025-01-17,Electronics Item 08,Electronics,12.26,20.47,True
966,681,28,1,84.15,84.15,2025-01-17,completed,,East,182.94,2025-01-17,Sports Item 04,Sports,39.74,84.15,True
967,682,32,3,12.22,36.66,2025-01-17,completed,,North,36.66,2025-01-17,Sports Item 08,Sports,7.11,12.22,True
968,683,8,1,20.47,20.47,2025-01-17,completed,,East,20.47,2025-01-17,Electronics Item 08,Electronics,12.26,20.47,True
969,684,30,1,67.9,67.9,2025-01-17,completed,,East,137.03,2025-01-17,Sports Item 06,Sports,46.01,67.9,True
970,684,44,1,69.13,69.13,2025-01-17,completed,,East,137.03,2025-01-17,Grocery Item 04,Grocery,46.32,69.13,True
971,685,32,2,12.22,24.44,2025-01-17,completed,,North,24.44,2025-01-17,Sports Item 08,Sports,7.11,12.22,True
972,686,37,1,141.93,141.93,2025-01-17,completed,,South,141.93,2025-01-17,Fashion Item 05,Fashion,76.85,141.93,True
973,687,28,2,84.15,168.3,2025-01-17,completed,,East,168.3,2025-01-17,Sports Item 04,Sports,39.74,84.15,True
974,688,46,1,125.88,125.88,2025-01-17,completed,,East,125.88,2025-01-17,Grocery Item 06,Grocery,73.75,125.88,True
975,689,25,1,43.73,43.73,2025-01-17,completed,,North,43.73,2025-01-17,Sports Item 01,Sports,20.88,43.73,True
976,690,12,1,117.99,117.99,2025-01-17,completed,,South,117.99,2025-01-17,Home Item 04,Home,58.96,117.99,True
977,691,23,1,83.16,83.16,2025-01-17,completed,,Central,83.16,2025-01-17,Beauty Item 07,Beauty,39.32,83.16,True
978,692,23,2,83.16,166.32,2025-01-17,completed,,Central,166.32,2025-01-17,Beauty Item 07,Beauty,39.32,83.16,True
979,693,44,1,69.13,69.13,2025-01-17,completed,,South,69.13,2025-01-17,Grocery Item 04,Grocery,46.32,69.13,True
980,694,45,1,31.58,31.58,2025-01-17,completed,,North,100.71,2025-01-17,Grocery Item 05,Grocery,18.68,31.58,True
981,694,44,1,69.13,69.13,2025-01-17,completed,,North,100.71,2025-01-17,Grocery Item 04,Grocery,46.32,69.13,True
982,695,44,1,69.13,69.13,2025-01-17,completed,,Central,69.13,2025-01-17,Grocery Item 04,Grocery,46.32,69.13,True
983,696,43,1,24.61,24.61,2025-01-17,processing,,South,24.61,2025-01-17,Grocery Item 03,Grocery,11.56,24.61,True
984,697,21,1,78.32,78.32,2025-01-17,completed,,South,222.87,2025-01-17,Beauty Item 05,Beauty,34.88,78.32,True
985,697,14,1,61.39,61.39,2025-01-17,completed,,South,222.87,2025-01-17,Home Item 06,Home,36.75,61.39,True
986,697,23,1,83.16,83.16,2025-01-17,completed,,South,222.87,2025-01-17,Beauty Item 07,Beauty,39.32,83.16,True
987,698,42,1,138.05,138.05,2025-01-17,completed,,North,340.11,2025-01-17,Grocery Item 02,Grocery,61.43,138.05,True
988,698,48,2,101.03,202.06,2025-01-17,completed,,North,340.11,2025-01-17,,Grocery,44.45,101.03,True
989,699,35,2,157.65,315.3,2025-01-17,completed,,East,575.47,2025-01-17,Fashion Item 03,Fashion,77.82,157.65,True
990,699,4,2,72.47,144.94,2025-01-17,completed,,East,575.47,2025-01-17,Electronics Item 04,Electronics,34.44,72.47,True
991,699,11,1,115.23,115.23,2025-01-17,completed,,East,575.47,2025-01-17,Home Item 03,Home,73.04,115.23,True
992,700,17,2,101.25,202.5,2025-01-18,processing,,South,202.5,2025-01-18,Beauty Item 01,Beauty,68.35,101.25,True
993,701,44,1,69.13,69.13,2025-01-18,completed,,North,271.61,2025-01-18,Grocery Item 04,Grocery,46.32,69.13,True
994,701,40,1,202.48,202.48,2025-01-18,completed,,North,271.61,2025-01-18,Fashion Item 08,Fashion,92.66,202.48,True
995,702,32,1,12.22,12.22,2025-01-18,completed,,South,12.22,2025-01-18,Sports Item 08,Sports,7.11,12.22,True
996,703,15,2,173.9,347.8,2025-01-18,processing,,South,505.45000000000005,2025-01-18,Home Item 07,Home,83.24,173.9,True
997,703,35,1,157.65,157.65,2025-01-18,processing,,South,505.45000000000005,2025-01-18,Fashion Item 03,Fashion,77.82,157.65,True
998,704,47,1,21.34,21.34,2025-01-18,cancelled,,North,21.34,2025-01-18,Grocery Item 07,Grocery,13.74,21.34,False
999,705,32,2,12.22,24.44,2025-01-18,completed,,North,24.44,2025-01-18,Sports Item 08,Sports,7.11,12.22,True
1000,706,12,1,117.99,117.99,2025-01-18,completed,,South,117.99,2025-01-18,Home Item 04,Home,58.96,117.99,True
1001,707,2,1,100.26,100.26,2025-01-18,completed,,East,321.02,2025-01-18,Electronics Item 02,Electronics,54.16,100.26,True
1002,707,10,1,163.05,163.05,2025-01-18,completed,,East,321.02,2025-01-18,Home Item 02,Home,76.01,163.05,True
1003,707,3,1,57.71,57.71,2025-01-18,completed,,East,321.02,2025-01-18,Electronics Item 03,Electronics,26.19,57.71,True
1004,708,6,1,88.2,88.2,2025-01-18,processing,,North,88.2,2025-01-18,Electronics Item 06,Electronics,39.5,88.2,True
1005,709,39,1,124.06,124.06,2025-01-18,completed,,Central,124.06,2025-01-18,Fashion Item 07,Fashion,65.04,124.06,True
1006,710,14,1,61.39,61.39,2025-01-18,processing,,Central,61.39,2025-01-18,Home Item 06,Home,36.75,61.39,True
1007,711,32,1,12.22,12.22,2025-01-18,completed,,South,12.22,2025-01-18,Sports Item 08,Sports,7.11,12.22,True
1008,712,25,1,43.73,43.73,2025-01-18,completed,,East,43.73,2025-01-18,Sports Item 01,Sports,20.88,43.73,True
1009,713,36,2,53.45,106.9,2025-01-18,completed,,North,106.9,2025-01-18,Fashion Item 04,Fashion,28.42,53.45,True
1010,714,2,1,100.26,100.26,2025-01-18,refunded,,Central,100.26,2025-01-18,Electronics Item 02,Electronics,54.16,100.26,False
1011,715,19,1,152.53,152.53,2025-01-18,completed,,East,152.53,2025-01-18,Beauty Item 03,Beauty,83.95,152.53,True
1012,716,47,3,21.34,64.02,2025-01-18,completed,,North,350.65,2025-01-18,Grocery Item 07,Grocery,13.74,21.34,True
1013,716,28,1,84.15,84.15,2025-01-18,completed,,North,350.65,2025-01-18,Sports Item 04,Sports,39.74,84.15,True
1014,716,40,1,202.48,202.48,2025-01-18,completed,,North,350.65,2025-01-18,Fashion Item 08,Fashion,92.66,202.48,True
1015,717,26,1,124.26,124.26,2025-01-18,completed,,South,394.95,2025-01-18,Sports Item 02,Sports,72.7,124.26,True
1016,717,12,2,117.99,235.98,2025-01-18,completed,,South,394.95,2025-01-18,Home Item 04,Home,58.96,117.99,True
1017,717,13,1,34.71,34.71,2025-01-18,completed,,South,394.95,2025-01-18,Home Item 05,Home,15.9,34.71,True
1018,718,47,1,21.34,21.34,2025-01-18,completed,,North,21.34,2025-01-18,Grocery Item 07,Grocery,13.74,21.34,True
1019,719,10,1,163.05,163.05,2025-01-18,completed,,Central,163.05,2025-01-18,Home Item 02,Home,76.01,163.05,True
1020,720,40,1,202.48,202.48,2025-01-18,completed,,North,315.51,2025-01-18,Fashion Item 08,Fashion,92.66,202.48,True
1021,720,21,1,78.32,78.32,2025-01-18,completed,,North,315.51,2025-01-18,Beauty Item 05,Beauty,34.88,78.32,True
1022,720,13,1,34.71,34.71,2025-01-18,completed,,North,315.51,2025-01-18,Home Item 05,Home,15.9,34.71,True
1023,721,46,1,125.88,125.88,2025-01-18,cancelled,,East,125.88,2025-01-18,Grocery Item 06,Grocery,73.75,125.88,False
1024,722,14,1,61.39,61.39,2025-01-18,completed,,Central,224.44,2025-01-18,Home Item 06,Home,36.75,61.39,True
1025,722,10,1,163.05,163.05,2025-01-18,completed,,Central,224.44,2025-01-18,Home Item 02,Home,76.01,163.05,True
1026,723,40,1,202.48,202.48,2025-01-18,processing,,Central,202.48,2025-01-18,Fashion Item 08,Fashion,92.66,202.48,True
1027,724,36,2,53.45,106.9,2025-01-18,completed,,South,106.9,2025-01-18,Fashion Item 04,Fashion,28.42,53.45,True
1028,725,12,2,117.99,235.98,2025-01-18,completed,,Central,235.98,2025-01-18,Home Item 04,Home,58.96,117.99,True
1029,726,8,2,20.47,40.94,2025-01-18,completed,,East,178.99,2025-01-18,Electronics Item 08,Electronics,12.26,20.47,True
1030,726,42,1,138.05,138.05,2025-01-18,completed,,East,178.99,2025-01-18,Grocery Item 02,Grocery,61.43,138.05,True
1031,727,36,1,53.45,53.45,2025-01-18,completed,,South,53.45,2025-01-18,Fashion Item 04,Fashion,28.42,53.45,True
1032,728,44,1,69.13,69.13,2025-01-18,completed,,East,69.13,2025-01-18,Grocery Item 04,Grocery,46.32,69.13,True
1033,729,35,1,157.65,157.65,2025-01-18,completed,,East,280.43,2025-01-18,Fashion Item 03,Fashion,77.82,157.65,True
1034,729,14,2,61.39,122.78,2025-01-18,completed,,East,280.43,2025-01-18,Home Item 06,Home,36.75,61.39,True
1035,730,20,1,42.3,42.3,2025-01-18,completed,,South,42.3,2025-01-18,Beauty Item 04,Beauty,18.73,42.3,True
1036,731,44,3,69.13,207.39,2025-01-18,cancelled,,Central,207.39,2025-01-18,Grocery Item 04,Grocery,46.32,69.13,False
1037,732,12,1,117.99,117.99,2025-01-18,completed,,East,117.99,2025-01-18,Home Item 04,Home,58.96,117.99,True
1038,733,35,3,157.65,472.95,2025-01-18,processing,,South,608.75,2025-01-18,Fashion Item 03,Fashion,77.82,157.65,True
1039,733,30,2,67.9,135.8,2025-01-18,processing,,South,608.75,2025-01-18,Sports Item 06,Sports,46.01,67.9,True
1040,734,10,1,163.05,163.05,2025-01-18,processing,,Central,163.05,2025-01-18,Home Item 02,Home,76.01,163.05,True
1041,735,47,1,21.34,21.34,2025-01-19,completed,,Central,21.34,2025-01-19,Grocery Item 07,Grocery,13.74,21.34,True
1042,736,28,1,84.15,84.15,2025-01-19,completed,,Central,84.15,2025-01-19,Sports Item 04,Sports,39.74,84.15,True
1043,737,8,1,20.47,20.47,2025-01-19,cancelled,,South,20.47,2025-01-19,Electronics Item 08,Electronics,12.26,20.47,False
1044,738,25,1,43.73,43.73,2025-01-19,processing,,East,84.66999999999999,2025-01-19,Sports Item 01,Sports,20.88,43.73,True
1045,738,8,2,20.47,40.94,2025-01-19,processing,,East,84.66999999999999,2025-01-19,Electronics Item 08,Electronics,12.26,20.47,True
1046,739,22,2,75.66,151.32,2025-01-19,completed,,Central,151.32,2025-01-19,Beauty Item 06,Beauty,36.14,75.66,True
1047,740,19,2,152.53,305.06,2025-01-19,refunded,,South,499.69,2025-01-19,Beauty Item 03,Beauty,83.95,152.53,False
1048,740,10,1,163.05,163.05,2025-01-19,refunded,,South,499.69,2025-01-19,Home Item 02,Home,76.01,163.05,False
1049,740,45,1,31.58,31.58,2025-01-19,refunded,,South,499.69,2025-01-19,Grocery Item 05,Grocery,18.68,31.58,False
1050,741,23,1,83.16,83.16,2025-01-19,completed,,Central,83.16,2025-01-19,Beauty Item 07,Beauty,39.32,83.16,True
1051,742,20,1,42.3,42.3,2025-01-19,completed,,East,156.36,2025-01-19,Beauty Item 04,Beauty,18.73,42.3,True
1052,742,1,1,114.06,114.06,2025-01-19,completed,,East,156.36,2025-01-19,Electronics Item 01,Electronics,75.52,114.06,True
1053,743,17,1,101.25,101.25,2025-01-19,completed,,South,101.25,2025-01-19,Beauty Item 01,Beauty,68.35,101.25,True
1054,744,23,1,83.16,83.16,2025-01-19,completed,,Central,125.46,2025-01-19,Beauty Item 07,Beauty,39.32,83.16,True
1055,744,20,1,42.3,42.3,2025-01-19,completed,,Central,125.46,2025-01-19,Beauty Item 04,Beauty,18.73,42.3,True
1056,745,8,1,20.47,20.47,2025-01-19,completed,,East,178.12,2025-01-19,Electronics Item 08,Electronics,12.26,20.47,True
1057,745,35,1,157.65,157.65,2025-01-19,completed,,East,178.12,2025-01-19,Fashion Item 03,Fashion,77.82,157.65,True
1058,746,41,1,49.55,49.55,2025-01-19,completed,,North,49.55,2025-01-19,Grocery Item 01,Grocery,22.88,49.55,True
1059,747,43,1,24.61,24.61,2025-01-19,completed,,South,182.26,2025-01-19,Grocery Item 03,Grocery,11.56,24.61,True
1060,747,35,1,157.65,157.65,2025-01-19,completed,,South,182.26,2025-01-19,Fashion Item 03,Fashion,77.82,157.65,True
1061,748,22,1,75.66,75.66,2025-01-19,completed,,North,75.66,2025-01-19,Beauty Item 06,Beauty,36.14,75.66,True
1062,749,6,1,88.2,88.2,2025-01-19,completed,,South,88.2,2025-01-19,Electronics Item 06,Electronics,39.5,88.2,True
1063,750,14,1,61.39,61.39,2025-01-19,completed,,East,61.39,2025-01-19,Home Item 06,Home,36.75,61.39,True
1064,751,39,1,124.06,124.06,2025-01-19,refunded,,Central,124.06,2025-01-19,Fashion Item 07,Fashion,65.04,124.06,False
1065,752,3,1,57.71,57.71,2025-01-19,completed,,North,57.71,2025-01-19,Electronics Item 03,Electronics,26.19,57.71,True
1066,753,36,3,53.45,160.35,2025-01-19,completed,,Central,160.35,2025-01-19,Fashion Item 04,Fashion,28.42,53.45,True
1067,754,13,2,34.71,69.42,2025-01-19,refunded,,Central,69.42,2025-01-19,Home Item 05,Home,15.9,34.71,False
1068,755,21,1,78.32,78.32,2025-01-19,completed,,East,78.32,2025-01-19,Beauty Item 05,Beauty,34.88,78.32,True
1069,756,12,1,117.99,117.99,2025-01-19,refunded,,South,117.99,2025-01-19,Home Item 04,Home,58.96,117.99,False
1070,757,42,1,138.05,138.05,2025-01-19,processing,,East,138.05,2025-01-19,Grocery Item 02,Grocery,61.43,138.05,True
1071,758,30,1,67.9,67.9,2025-01-19,completed,,North,67.9,2025-01-19,Sports Item 06,Sports,46.01,67.9,True
1072,759,44,2,69.13,138.26,2025-01-19,processing,,East,138.26,2025-01-19,Grocery Item 04,Grocery,46.32,69.13,True
1073,760,12,1,117.99,117.99,2025-01-19,completed,,Central,117.99,2025-01-19,Home Item 04,Home,58.96,117.99,True
1074,761,12,1,117.99,117.99,2025-01-19,completed,,East,253.79000000000002,2025-01-19,Home Item 04,Home,58.96,117.99,True
1075,761,30,2,67.9,135.8,2025-01-19,completed,,East,253.79000000000002,2025-01-19,Sports Item 06,Sports,46.01,67.9,True
1076,762,20,1,42.3,42.3,2025-01-19,completed,,South,103.69,2025-01-19,Beauty Item 04,Beauty,18.73,42.3,True
1077,762,14,1,61.39,61.39,2025-01-19,completed,,South,103.69,2025-01-19,Home Item 06,Home,36.75,61.39,True
1078,763,37,2,141.93,283.86,2025-01-19,completed,,Central,283.86,2025-01-19,Fashion Item 05,Fashion,76.85,141.93,True
1079,764,38,3,81.08,243.24,2025-01-19,processing,,Central,243.24,2025-01-19,Fashion Item 06,Fashion,44.22,81.08,True
1080,765,11,1,115.23,115.23,2025-01-19,completed,,East,115.23,2025-01-19,Home Item 03,Home,73.04,115.23,True
1081,766,28,1,84.15,84.15,2025-01-19,completed,,South,84.15,2025-01-19,Sports Item 04,Sports,39.74,84.15,True
1082,767,15,2,173.9,347.8,2025-01-19,completed,,South,347.8,2025-01-19,Home Item 07,Home,83.24,173.9,True
1083,768,39,2,124.06,248.12,2025-01-19,completed,,North,248.12,2025-01-19,Fashion Item 07,Fashion,65.04,124.06,True
1084,769,44,1,69.13,69.13,2025-01-19,completed,,East,69.13,2025-01-19,Grocery Item 04,Grocery,46.32,69.13,True
1085,770,47,1,21.34,21.34,2025-01-19,completed,,Central,79.05,2025-01-19,Grocery Item 07,Grocery,13.74,21.34,True
1086,770,3,1,57.71,57.71,2025-01-19,completed,,Central,79.05,2025-01-19,Electronics Item 03,Electronics,26.19,57.71,True
1087,771,37,1,141.93,141.93,2025-01-19,completed,,North,141.93,2025-01-19,Fashion Item 05,Fashion,76.85,141.93,True
1088,772,37,1,141.93,141.93,2025-01-19,completed,,Central,211.06,2025-01-19,Fashion Item 05,Fashion,76.85,141.93,True
1089,772,44,1,69.13,69.13,2025-01-19,completed,,Central,211.06,2025-01-19,Grocery Item 04,Grocery,46.32,69.13,True
1090,773,35,1,157.65,157.65,2025-01-19,completed,,East,157.65,2025-01-19,Fashion Item 03,Fashion,77.82,157.65,True
1091,774,23,1,83.16,83.16,2025-01-19,completed,,East,83.16,2025-01-19,Beauty Item 07,Beauty,39.32,83.16,True
1092,775,21,1,78.32,78.32,2025-01-19,completed,,South,136.03,2025-01-19,Beauty Item 05,Beauty,34.88,78.32,True
1093,775,3,1,57.71,57.71,2025-01-19,completed,,South,136.03,2025-01-19,Electronics Item 03,Electronics,26.19,57.71,True
1094,776,10,1,163.05,163.05,2025-01-19,completed,,North,163.05,2025-01-19,Home Item 02,Home,76.01,163.05,True
1095,777,10,1,163.05,163.05,2025-01-19,completed,,North,163.05,2025-01-19,Home Item 02,Home,76.01,163.05,True
1096,778,28,2,84.15,168.3,2025-01-19,completed,,South,370.78,2025-01-19,Sports Item 04,Sports,39.74,84.15,True
1097,778,40,1,202.48,202.48,2025-01-19,completed,,South,370.78,2025-01-19,Fashion Item 08,Fashion,92.66,202.48,True
1098,779,8,1,20.47,20.47,2025-01-19,completed,,Central,20.47,2025-01-19,Electronics Item 08,Electronics,12.26,20.47,True
1099,780,21,3,78.32,234.96,2025-01-19,completed,,Central,335.99,2025-01-19,Beauty Item 05,Beauty,34.88,78.32,True
1100,780,48,1,101.03,101.03,2025-01-19,completed,,Central,335.99,2025-01-19,,Grocery,44.45,101.03,True
1101,781,47,1,21.34,21.34,2025-01-19,completed,,North,21.34,2025-01-19,Grocery Item 07,Grocery,13.74,21.34,True
1102,782,27,1,24.68,24.68,2025-01-19,completed,,South,49.29,2025-01-19,Sports Item 03,Sports,10.9,24.68,True
1103,782,43,1,24.61,24.61,2025-01-19,completed,,South,49.29,2025-01-19,Grocery Item 03,Grocery,11.56,24.61,True
1104,783,45,1,31.58,31.58,2025-01-20,completed,,Central,31.58,2025-01-20,Grocery Item 05,Grocery,18.68,31.58,True
1105,784,3,1,57.71,57.71,2025-01-20,cancelled,,Central,57.71,2025-01-20,Electronics Item 03,Electronics,26.19,57.71,False
1106,785,46,1,125.88,125.88,2025-01-20,completed,,Central,145.59,2025-01-20,Grocery Item 06,Grocery,73.75,125.88,True
1107,785,31,1,19.71,19.71,2025-01-20,completed,,Central,145.59,2025-01-20,Sports Item 07,Sports,11.9,19.71,True
1108,786,23,1,83.16,83.16,2025-01-20,completed,,South,329.49,2025-01-20,Beauty Item 07,Beauty,39.32,83.16,True
1109,786,24,3,29.56,88.68,2025-01-20,completed,,South,329.49,2025-01-20,Beauty Item 08,Beauty,14.55,29.56,True
1110,786,35,1,157.65,157.65,2025-01-20,completed,,South,329.49,2025-01-20,Fashion Item 03,Fashion,77.82,157.65,True
1111,787,23,1,83.16,83.16,2025-01-20,completed,,South,83.16,2025-01-20,Beauty Item 07,Beauty,39.32,83.16,True
1112,788,6,1,88.2,88.2,2025-01-20,completed,,North,88.2,2025-01-20,Electronics Item 06,Electronics,39.5,88.2,True
1113,789,18,2,37.74,75.48,2025-01-20,completed,,South,131.5,2025-01-20,Beauty Item 02,Beauty,18.64,37.74,True
1114,789,45,1,31.58,31.58,2025-01-20,completed,,South,131.5,2025-01-20,Grocery Item 05,Grocery,18.68,31.58,True
1115,789,32,2,12.22,24.44,2025-01-20,completed,,South,131.5,2025-01-20,Sports Item 08,Sports,7.11,12.22,True
