order_id,order_created_at,order_status,campaign_id,region,order_gmv,order_date,shipment_id,promised_ship_date,shipped_date,delivered_date,is_fulfilled,is_delayed
859,2025-01-21,completed,,Central,235.26,2025-01-21,795.0,2025-01-24,2025-01-24,2025-01-27,1,0
860,2025-01-21,cancelled,,East,124.06,2025-01-21,,,,,0,1
861,2025-01-21,processing,,South,53.45,2025-01-21,796.0,2025-01-24,2025-01-23,2025-01-26,1,0
862,2025-01-21,processing,,Central,72.47,2025-01-21,797.0,2025-01-24,,,0,1
863,2025-01-22,completed,,Central,49.22,2025-01-22,798.0,2025-01-24,,,0,1
864,2025-01-22,completed,,Central,227.70999999999998,2025-01-22,799.0,2025-01-25,2025-01-24,2025-01-28,1,0
865,2025-01-22,completed,,Central,12.22,2025-01-22,800.0,2025-01-25,2025-01-25,2025-01-28,1,0
866,2025-01-22,refunded,,South,20.47,2025-01-22,,,,,0,1
867,2025-01-22,completed,,East,161.64000000000001,2025-01-22,801.0,2025-01-26,2025-01-24,2025-01-26,1,0
868,2025-01-22,completed,,South,61.39,2025-01-22,802.0,2025-01-25,2025-01-29,2025-02-02,1,1
869,2025-01-22,completed,,East,159.63,2025-01-22,803.0,2025-01-24,2025-01-25,2025-01-27,1,1
870,2025-01-22,completed,,North,99.1,2025-01-22,804.0,2025-01-26,2025-01-24,2025-01-27,1,0
871,2025-01-22,completed,,North,240.7,2025-01-22,805.0,2025-01-25,2025-01-23,2025-01-27,1,0
872,2025-01-22,completed,,East,83.16,2025-01-22,806.0,2025-01-25,2025-01-25,2025-01-27,1,0
873,2025-01-22,processing,,East,43.74,2025-01-22,807.0,2025-01-25,2025-01-25,2025-01-26,1,0
874,2025-01-22,completed,,Central,156.64,2025-01-22,808.0,2025-01-25,2025-01-25,2025-01-26,1,0
875,2025-01-22,completed,,East,478.63,2025-01-22,809.0,2025-01-25,2025-01-25,2025-01-27,1,0
876,2025-01-22,completed,,South,78.32,2025-01-22,810.0,2025-01-25,2025-01-24,2025-01-27,1,0
877,2025-01-22,completed,,South,127.64,2025-01-22,811.0,2025-01-25,2025-01-23,2025-01-24,1,0
878,2025-01-22,completed,,East,84.15,2025-01-22,812.0,2025-01-25,2025-01-24,2025-01-27,1,0
879,2025-01-22,completed,,North,61.39,2025-01-22,813.0,2025-01-25,2025-01-25,2025-01-27,1,0
880,2025-01-22,completed,,North,138.05,2025-01-22,814.0,2025-01-25,2025-01-25,2025-01-26,1,0
881,2025-01-22,completed,,Central,40.94,2025-01-22,815.0,2025-01-25,2025-01-27,2025-01-28,1,1
882,2025-01-22,completed,,Central,124.31,2025-01-22,816.0,2025-01-24,2025-01-25,2025-01-29,1,1
883,2025-01-22,completed,,South,20.47,2025-01-22,817.0,2025-01-26,2025-01-25,2025-01-26,1,0
884,2025-01-22,completed,,North,20.47,2025-01-22,818.0,2025-01-25,2025-01-27,2025-01-28,1,1
885,2025-01-22,completed,,North,335.77,2025-01-22,819.0,2025-01-25,2025-01-24,2025-01-27,1,0
886,2025-01-22,completed,,North,270.82,2025-01-22,820.0,2025-01-24,2025-01-24,2025-01-27,1,0
887,2025-01-22,completed,,Central,20.47,2025-01-22,821.0,2025-01-25,2025-01-27,2025-01-30,1,1
888,2025-01-22,completed,,North,87.48,2025-01-22,822.0,2025-01-26,2025-01-24,2025-01-26,1,0
889,2025-01-22,completed,,North,413.08000000000004,2025-01-22,823.0,2025-01-25,2025-01-24,2025-01-28,1,0
890,2025-01-22,completed,,Central,171.28,2025-01-22,824.0,2025-01-25,2025-01-23,2025-01-24,1,0
891,2025-01-22,completed,,North,67.9,2025-01-22,825.0,2025-01-24,2025-01-24,2025-01-28,1,0
892,2025-01-22,completed,,North,21.34,2025-01-22,826.0,2025-01-25,2025-01-25,2025-01-27,1,0
893,2025-01-22,completed,,North,172.94,2025-01-22,827.0,2025-01-25,2025-01-24,2025-01-27,1,0
894,2025-01-22,completed,,Central,12.22,2025-01-22,828.0,2025-01-26,2025-01-25,2025-01-27,1,0
895,2025-01-22,completed,,North,224.44,2025-01-22,829.0,2025-01-26,2025-01-25,2025-01-29,1,0
896,2025-01-22,unknown_status,,North,185.45,2025-01-22,,,,,0,1
897,2025-01-23,completed,,South,31.58,2025-01-23,830.0,2025-01-25,2025-01-24,2025-01-25,1,0
898,2025-01-23,completed,,East,72.47,2025-01-23,831.0,2025-01-26,2025-01-26,2025-01-28,1,0
899,2025-01-23,completed,,North,118.67999999999999,2025-01-23,832.0,2025-01-27,2025-01-25,2025-01-26,1,0
900,2025-01-23,completed,,South,115.23,2025-01-23,833.0,2025-01-25,2025-01-28,2025-01-29,1,1
901,2025-01-23,completed,,Central,75.66,2025-01-23,834.0,2025-01-26,2025-01-26,2025-01-29,1,0
902,2025-01-23,completed,,Central,119.1,2025-01-23,835.0,2025-01-26,2025-01-28,2025-01-29,1,1
903,2025-01-23,completed,,Central,392.04,2025-01-23,836.0,2025-01-27,2025-01-24,2025-01-26,1,0
904,2025-01-23,completed,,South,138.05,2025-01-23,837.0,2025-01-26,2025-01-26,2025-01-29,1,0
905,2025-01-23,completed,,Central,495.09000000000003,2025-01-23,838.0,2025-01-27,2025-01-26,2025-01-27,1,0
906,2025-01-23,completed,,North,264.3,2025-01-23,839.0,2025-01-26,,,0,1
907,2025-01-23,completed,,South,117.99,2025-01-23,840.0,2025-01-25,2025-01-26,2025-01-29,1,1
908,2025-01-23,processing,,South,315.58000000000004,2025-01-23,841.0,2025-01-27,2025-01-26,2025-01-30,1,0
909,2025-01-23,completed,,South,74.04,2025-01-23,842.0,2025-01-26,2025-01-28,2025-01-30,1,1
910,2025-01-23,completed,,Central,67.9,2025-01-23,843.0,2025-01-27,2025-01-24,2025-01-27,1,0
911,2025-01-23,completed,,South,122.78,2025-01-23,844.0,2025-01-27,2025-01-24,2025-01-25,1,0
912,2025-01-23,refunded,,Central,404.96,2025-01-23,,,,,0,1
913,2025-01-23,completed,,Central,270.52,2025-01-23,845.0,2025-01-26,2025-01-24,2025-01-26,1,0
914,2025-01-23,completed,,South,138.05,2025-01-23,846.0,2025-01-26,2025-01-26,2025-01-27,1,0
915,2025-01-23,completed,,North,65.67,2025-01-23,847.0,2025-01-27,2025-01-25,2025-01-28,1,0
916,2025-01-23,completed,,South,24.61,2025-01-23,848.0,2025-01-25,2025-01-24,2025-01-28,1,0
917,2025-01-23,processing,,Central,19.71,2025-01-23,849.0,2025-01-26,2025-01-26,2025-01-28,1,0
918,2025-01-23,completed,,Central,53.45,2025-01-23,850.0,2025-01-27,2025-01-24,2025-01-28,1,0
919,2025-01-23,refunded,,South,117.99,2025-01-23,,,,,0,1
920,2025-01-23,completed,,North,78.32,2025-01-23,851.0,2025-01-26,2025-01-26,2025-01-28,1,0
921,2025-01-23,completed,,North,84.15,2025-01-23,852.0,2025-01-26,2025-01-30,2025-02-02,1,1
922,2025-01-23,completed,,North,78.32,2025-01-23,853.0,2025-01-26,2025-01-28,2025-02-01,1,1
923,2025-01-23,completed,,Central,295.70000000000005,2025-01-23,854.0,2025-01-27,2025-01-28,2025-02-01,1,1
924,2025-01-23,completed,,Central,37.74,2025-01-23,855.0,2025-01-27,2025-01-26,2025-01-30,1,0
925,2025-01-23,completed,,East,135.7,2025-01-23,856.0,2025-01-25,2025-01-30,2025-02-02,1,1
926,2025-01-23,completed,,East,118.67999999999999,2025-01-23,857.0,2025-01-26,2025-01-30,2025-02-03,1,1
927,2025-01-23,completed,,North,84.15,2025-01-23,858.0,2025-01-26,2025-01-28,2025-02-01,1,1
928,2025-01-23,completed,,South,316.42,2025-01-23,859.0,2025-01-26,2025-01-24,2025-01-25,1,0
929,2025-01-23,completed,,North,163.05,2025-01-23,860.0,2025-01-25,2025-01-28,2025-01-30,1,1
930,2025-01-23,completed,,East,127.88,2025-01-23,861.0,2025-01-25,2025-01-26,2025-01-28,1,1
931,2025-01-23,completed,,North,187.66000000000003,2025-01-23,862.0,2025-01-26,2025-01-26,2025-01-29,1,0
932,2025-01-23,completed,,East,255.99,2025-01-23,863.0,2025-01-26,2025-01-25,2025-01-28,1,0
933,2025-01-23,completed,,East,67.9,2025-01-23,864.0,2025-01-26,2025-01-26,2025-01-27,1,0
934,2025-01-23,refunded,,North,24.61,2025-01-23,,,,,0,1
935,2025-01-23,completed,,North,111.16,2025-01-23,865.0,2025-01-27,2025-01-28,2025-01-29,1,1
936,2025-01-23,completed,,East,117.99,2025-01-23,866.0,2025-01-26,2025-01-26,2025-01-28,1,0
937,2025-01-23,completed,,South,20.47,2025-01-23,867.0,2025-01-25,2025-01-26,2025-01-28,1,1
938,2025-01-23,completed,,North,488.12,2025-01-23,868.0,2025-01-25,2025-01-25,2025-01-29,1,0
939,2025-01-23,processing,,East,87.48,2025-01-23,869.0,2025-01-25,2025-01-25,2025-01-29,1,0
940,2025-01-23,completed,,North,157.65,2025-01-23,870.0,2025-01-26,2025-01-25,2025-01-26,1,0
941,2025-01-24,completed,,East,549.85,2025-01-24,871.0,2025-01-28,2025-01-26,2025-01-28,1,0
942,2025-01-24,completed,,East,310.81,2025-01-24,872.0,2025-01-27,2025-01-26,2025-01-27,1,0
943,2025-01-24,processing,,Central,87.46,2025-01-24,873.0,2025-01-27,2025-01-27,2025-01-30,1,0
944,2025-01-24,completed,,South,19.71,2025-01-24,874.0,2025-01-28,2025-01-26,2025-01-29,1,0
945,2025-01-24,completed,,East,157.65,2025-01-24,875.0,2025-01-26,2025-01-29,2025-02-01,1,1
946,2025-01-24,completed,,South,326.1,2025-01-24,876.0,2025-01-28,2025-01-26,2025-01-29,1,0
947,2025-01-24,cancelled,,Central,189.45,2025-01-24,,,,,0,1
948,2025-01-24,completed,,East,83.16,2025-01-24,877.0,2025-01-26,,,0,1
949,2025-01-24,completed,,South,43.74,2025-01-24,878.0,2025-01-27,2025-01-26,2025-01-27,1,0
950,2025-01-24,processing,,East,18.4,2025-01-24,879.0,2025-01-27,2025-01-26,2025-01-27,1,0
951,2025-01-24,completed,,North,65.08,2025-01-24,880.0,2025-01-28,2025-01-27,2025-01-30,1,0
952,2025-01-24,completed,,East,222.20000000000002,2025-01-24,881.0,2025-01-27,2025-01-27,2025-01-29,1,0
953,2025-01-24,completed,,North,210.91,2025-01-24,882.0,2025-01-27,2025-01-26,2025-01-29,1,0
954,2025-01-24,processing,,South,261.69,2025-01-24,883.0,2025-01-27,2025-01-25,2025-01-27,1,0
955,2025-01-24,completed,,East,156.64,2025-01-24,884.0,2025-01-27,2025-01-27,2025-01-28,1,0
956,2025-01-24,completed,,North,84.15,2025-01-24,885.0,2025-01-28,2025-01-26,2025-01-30,1,0
957,2025-01-24,completed,,Central,281.13,2025-01-24,886.0,2025-01-26,2025-01-26,2025-01-30,1,0
958,2025-01-24,completed,,Central,85.83,2025-01-24,887.0,2025-01-28,2025-01-29,2025-02-02,1,1
959,2025-01-24,cancelled,,East,173.9,2025-01-24,,,,,0,1
960,2025-01-24,processing,,North,404.96,2025-01-24,888.0,2025-01-27,2025-01-27,2025-01-29,1,0
961,2025-01-24,completed,,Central,315.3,2025-01-24,889.0,2025-01-27,2025-01-26,2025-01-30,1,0
962,2025-01-24,completed,,East,220.43,2025-01-24,890.0,2025-01-26,2025-01-27,2025-01-30,1,1
963,2025-01-24,completed,,South,266.32,2025-01-24,891.0,2025-01-28,2025-01-27,2025-01-31,1,0
964,2025-01-24,completed,,East,138.26,2025-01-24,892.0,2025-01-27,2025-01-27,2025-01-31,1,0
965,2025-01-24,processing,,North,53.16,2025-01-24,893.0,2025-01-28,2025-01-27,2025-01-31,1,0
966,2025-01-24,processing,,Central,230.09,2025-01-24,894.0,2025-01-26,2025-01-27,2025-01-31,1,1
967,2025-01-24,completed,,South,114.74,2025-01-24,895.0,2025-01-27,2025-01-27,2025-01-28,1,0
968,2025-01-24,completed,,East,235.98,2025-01-24,896.0,2025-01-27,2025-01-26,2025-01-29,1,0
969,2025-01-24,processing,,North,84.15,2025-01-24,897.0,2025-01-27,2025-01-31,2025-02-01,1,1
970,2025-01-24,completed,,South,224.03,2025-01-24,898.0,2025-01-27,2025-01-27,2025-01-29,1,0
971,2025-01-24,cancelled,,South,146.22,2025-01-24,,,,,0,1
972,2025-01-24,completed,,North,42.3,2025-01-24,899.0,2025-01-27,2025-01-27,2025-01-28,1,0
973,2025-01-24,processing,,Central,75.66,2025-01-24,900.0,2025-01-27,2025-01-26,2025-01-28,1,0
974,2025-01-24,cancelled,,Central,100.26,2025-01-24,,,,,0,1
975,2025-01-24,completed,,South,141.93,2025-01-24,901.0,2025-01-26,2025-01-25,2025-01-26,1,0
976,2025-01-24,completed,,Central,83.16,2025-01-24,902.0,2025-01-27,2025-01-26,2025-01-28,1,0
977,2025-01-24,cancelled,,South,69.42,2025-01-24,,,,,0,1
978,2025-01-24,completed,,North,84.15,2025-01-24,903.0,2025-01-26,2025-01-27,2025-01-29,1,1
979,2025-01-24,completed,,Central,124.26,2025-01-24,904.0,2025-01-27,2025-01-31,2025-02-02,1,1
980,2025-01-24,completed,,North,305.06,2025-01-24,905.0,2025-01-27,2025-01-25,2025-01-26,1,0
981,2025-01-24,processing,,East,106.9,2025-01-24,906.0,2025-01-28,2025-01-27,2025-01-28,1,0
982,2025-01-24,completed,,East,141.93,2025-01-24,907.0,2025-01-26,2025-01-27,2025-01-31,1,1
983,2025-01-24,refunded,,South,395.5,2025-01-24,,,,,0,1
984,2025-01-25,completed,,Central,125.88,2025-01-25,908.0,2025-01-28,2025-01-28,2025-01-30,1,0
985,2025-01-25,completed,,East,21.34,2025-01-25,909.0,2025-01-27,2025-01-27,2025-01-29,1,0
986,2025-01-25,cancelled,,North,69.13,2025-01-25,,,,,0,1
987,2025-01-25,completed,,Central,49.55,2025-01-25,910.0,2025-01-27,2025-02-01,2025-02-03,1,1
988,2025-01-25,completed,,Central,143.25,2025-01-25,911.0,2025-01-29,2025-01-28,2025-01-31,1,0
989,2025-01-25,completed,,Central,24.44,2025-01-25,912.0,2025-01-28,,,0,1
990,2025-01-25,cancelled,,North,171.28,2025-01-25,,,,,0,1
991,2025-01-25,completed,,East,135.8,2025-01-25,913.0,2025-01-28,2025-01-30,2025-02-02,1,1
992,2025-01-25,completed,,South,228.12,2025-01-25,914.0,2025-01-28,2025-01-27,2025-01-31,1,0
993,2025-01-25,refunded,,North,53.45,2025-01-25,,,,,0,1
994,2025-01-25,completed,,South,157.65,2025-01-25,915.0,2025-01-28,2025-01-27,2025-01-28,1,0
995,2025-01-25,completed,,East,168.3,2025-01-25,916.0,2025-01-28,2025-01-28,2025-01-30,1,0
996,2025-01-25,completed,,South,43.73,2025-01-25,917.0,2025-01-27,2025-01-27,2025-01-31,1,0
997,2025-01-25,unknown_status,,East,220.76000000000002,2025-01-25,,,,,0,1
998,2025-01-25,unknown_status,,South,53.45,2025-01-25,,,,,0,1
999,2025-01-25,completed,,East,115.42,2025-01-25,918.0,2025-01-27,2025-01-28,2025-01-30,1,1
1000,2025-01-25,completed,,East,202.48,2025-01-25,919.0,2025-01-27,2025-01-30,2025-01-31,1,1
1001,2025-01-25,processing,,Central,588.7,2025-01-25,920.0,2025-01-28,2025-01-26,2025-01-27,1,0
1002,2025-01-25,completed,,South,163.05,2025-01-25,921.0,2025-01-29,2025-01-28,2025-02-01,1,0
1003,2025-01-25,completed,,North,81.08,2025-01-25,922.0,2025-01-28,2025-01-27,2025-01-30,1,0
1004,2025-01-25,completed,,North,157.65,2025-01-25,923.0,2025-01-27,2025-01-28,2025-01-30,1,1
1005,2025-01-25,completed,,South,12.22,2025-01-25,924.0,2025-01-28,2025-01-26,2025-01-30,1,0
1006,2025-01-25,refunded,,Central,101.25,2025-01-25,,,,,0,1
1007,2025-01-25,completed,,East,57.71,2025-01-25,925.0,2025-01-28,2025-01-27,2025-01-28,1,0
1008,2025-01-25,completed,,South,217.41,2025-01-25,926.0,2025-01-28,2025-01-27,2025-01-31,1,0
1009,2025-01-25,completed,,South,134.53,2025-01-25,927.0,2025-01-28,2025-01-28,2025-01-30,1,0
1010,2025-01-25,processing,,Central,69.13,2025-01-25,928.0,2025-01-28,2025-01-28,2025-02-01,1,0
1011,2025-01-25,processing,,North,107.77,2025-01-25,929.0,2025-01-27,2025-01-28,2025-01-29,1,1
1012,2025-01-25,completed,,South,24.61,2025-01-25,930.0,2025-01-28,2025-01-27,2025-01-29,1,0
1013,2025-01-25,completed,,South,69.13,2025-01-25,931.0,2025-01-28,2025-01-27,2025-01-29,1,0
1014,2025-01-25,completed,,North,233.31,2025-01-25,932.0,2025-01-28,2025-01-26,2025-01-27,1,0
1015,2025-01-25,completed,,North,84.15,2025-01-25,933.0,2025-01-27,2025-01-27,2025-01-28,1,0
1016,2025-01-25,completed,,South,234.68,2025-01-25,934.0,2025-01-28,2025-01-28,2025-01-31,1,0
1017,2025-01-25,completed,,South,248.52,2025-01-25,935.0,2025-01-28,2025-01-28,2025-01-31,1,0
1018,2025-01-25,completed,,South,143.25,2025-01-25,936.0,2025-01-28,2025-01-30,2025-02-02,1,1
1019,2025-01-25,completed,,East,78.06,2025-01-25,937.0,2025-01-28,2025-01-28,2025-01-31,1,0
1020,2025-01-25,completed,,East,303.75,2025-01-25,938.0,2025-01-29,2025-01-27,2025-01-31,1,0
1021,2025-01-25,processing,,South,37.74,2025-01-25,939.0,2025-01-28,2025-01-27,2025-01-31,1,0
1022,2025-01-25,completed,,North,236.68,2025-01-25,940.0,2025-01-29,2025-01-27,2025-01-31,1,0
1023,2025-01-25,completed,,East,84.15,2025-01-25,941.0,2025-01-28,2025-01-30,2025-01-31,1,1
1024,2025-01-25,completed,,North,57.71,2025-01-25,942.0,2025-01-28,2025-01-28,2025-01-30,1,0
1025,2025-01-25,completed,,Central,235.98,2025-01-25,943.0,2025-01-28,2025-01-27,2025-01-30,1,0
1026,2025-01-25,completed,,South,349.93,2025-01-25,944.0,2025-01-28,2025-01-27,2025-01-30,1,0
1027,2025-01-25,completed,,South,117.99,2025-01-25,945.0,2025-01-29,2025-01-28,2025-01-31,1,0
1028,2025-01-25,unknown_status,,East,168.3,2025-01-25,,,,,0,1
1029,2025-01-25,completed,,East,75.66,2025-01-25,946.0,2025-01-29,2025-01-27,2025-01-28,1,0
1030,2025-01-25,completed,,East,21.34,2025-01-25,947.0,2025-01-28,2025-01-30,2025-02-02,1,1
1031,2025-01-25,completed,,North,72.47,2025-01-25,948.0,2025-01-28,2025-01-27,2025-01-30,1,0
1032,2025-01-25,completed,,Central,20.47,2025-01-25,949.0,2025-01-28,2025-01-27,2025-01-30,1,0
1033,2025-01-25,completed,,East,184.36,2025-01-25,950.0,2025-01-28,2025-01-30,2025-01-31,1,1
1034,2025-01-25,completed,,East,330.45,2025-01-25,951.0,2025-01-27,2025-01-26,2025-01-28,1,0
1035,2025-01-25,processing,,North,173.9,2025-01-25,952.0,2025-01-28,2025-01-28,2025-01-29,1,0
1036,2025-01-25,completed,,East,124.06,2025-01-25,953.0,2025-01-28,2025-01-28,2025-01-30,1,0
1037,2025-01-25,completed,,North,61.39,2025-01-25,954.0,2025-01-28,2025-01-30,2025-02-02,1,1
1038,2025-01-25,completed,,South,57.71,2025-01-25,955.0,2025-01-28,2025-01-27,2025-01-30,1,0
1039,2025-01-25,completed,,North,53.45,2025-01-25,956.0,2025-01-28,2025-01-28,2025-02-01,1,0
1040,2025-01-25,completed,,Central,156.64,2025-01-25,957.0,2025-01-29,2025-01-30,2025-02-01,1,1
1041,2025-01-25,cancelled,,Central,12.22,2025-01-25,,,,,0,1
1042,2025-01-25,completed,,South,191.0,2025-01-25,958.0,2025-01-29,2025-01-27,2025-01-31,1,0
1043,2025-01-25,processing,,North,61.39,2025-01-25,959.0,2025-01-29,2025-01-28,2025-01-31,1,0
1044,2025-01-25,completed,,Central,24.61,2025-01-25,960.0,2025-01-29,2025-01-27,2025-01-28,1,0
1045,2025-01-25,completed,,North,12.22,2025-01-25,961.0,2025-01-28,2025-01-27,2025-01-30,1,0
1046,2025-01-25,processing,,Central,309.91,2025-01-25,962.0,2025-01-29,2025-01-28,2025-01-31,1,0
1047,2025-01-25,completed,,East,182.14,2025-01-25,963.0,2025-01-28,2025-01-27,2025-01-29,1,0
1048,2025-01-26,completed,,North,9.2,2025-01-26,964.0,2025-01-28,2025-01-28,2025-01-31,1,0
1049,2025-01-26,completed,,North,163.05,2025-01-26,965.0,2025-01-28,2025-01-28,2025-02-01,1,0
1050,2025-01-26,processing,,South,84.15,2025-01-26,966.0,2025-01-29,2025-01-28,2025-02-01,1,0
1051,2025-01-26,completed,,Central,114.06,2025-01-26,967.0,2025-01-29,2025-01-27,2025-01-29,1,0
1052,2025-01-26,completed,,Central,200.38,2025-01-26,968.0,2025-01-28,2025-01-28,2025-02-01,1,0
1053,2025-01-26,completed,,East,42.3,2025-01-26,969.0,2025-01-30,2025-01-28,2025-01-29,1,0
1054,2025-01-26,completed,,Central,39.42,2025-01-26,970.0,2025-01-29,2025-01-27,2025-01-28,1,0
1055,2025-01-26,refunded,,Central,105.49000000000001,2025-01-26,,,,,0,1
1056,2025-01-26,processing,,Central,324.58000000000004,2025-01-26,971.0,2025-01-29,2025-01-28,2025-01-30,1,0
1057,2025-01-26,completed,,South,173.9,2025-01-26,972.0,2025-01-29,2025-01-31,2025-02-02,1,1
1058,2025-01-26,completed,,South,95.86,2025-01-26,973.0,2025-01-29,2025-01-27,2025-01-30,1,0
1059,2025-01-26,completed,,East,20.47,2025-01-26,974.0,2025-01-29,2025-01-29,2025-02-02,1,0
1060,2025-01-26,completed,,East,399.71000000000004,2025-01-26,975.0,2025-01-29,2025-01-27,2025-01-29,1,0
1061,2025-01-26,processing,,East,175.79000000000002,2025-01-26,976.0,2025-01-29,2025-01-28,2025-01-30,1,0
1062,2025-01-26,completed,,North,152.53,2025-01-26,977.0,2025-01-30,2025-01-28,2025-01-31,1,0
1063,2025-01-26,completed,,North,118.34,2025-01-26,978.0,2025-01-28,2025-01-28,2025-01-30,1,0
1064,2025-01-26,completed,,Central,53.45,2025-01-26,979.0,2025-01-28,2025-01-28,2025-02-01,1,0
1065,2025-01-26,processing,,North,87.46,2025-01-26,980.0,2025-01-28,2025-01-27,2025-01-31,1,0
1066,2025-01-26,completed,,Central,219.05,2025-01-26,981.0,2025-01-28,2025-01-28,2025-02-01,1,0
1067,2025-01-26,cancelled,,South,141.93,2025-01-26,,,,,0,1
1068,2025-01-26,completed,,Central,59.69,2025-01-26,982.0,2025-01-29,2025-01-28,2025-01-30,1,0
1069,2025-01-26,completed,,Central,404.96,2025-01-26,983.0,2025-01-28,2025-01-27,2025-01-28,1,0
1070,2025-01-26,completed,,Central,278.92,2025-01-26,984.0,2025-01-29,2025-01-27,2025-01-28,1,0
1071,2025-01-26,completed,,North,34.71,2025-01-26,985.0,2025-01-28,2025-01-27,2025-01-29,1,0
1072,2025-01-26,completed,,East,409.88,2025-01-26,986.0,2025-01-29,2025-01-27,2025-01-29,1,0
1073,2025-01-26,completed,,North,20.47,2025-01-26,987.0,2025-01-30,2025-01-28,2025-01-30,1,0
1074,2025-01-26,processing,,East,31.58,2025-01-26,988.0,2025-01-29,2025-01-29,2025-01-30,1,0
1075,2025-01-26,processing,,North,65.67,2025-01-26,989.0,2025-01-28,2025-01-28,2025-02-01,1,0
1076,2025-01-26,completed,,East,61.15,2025-01-26,990.0,2025-01-30,2025-01-29,2025-02-01,1,0
1077,2025-01-26,cancelled,,South,152.53,2025-01-26,,,,,0,1
1078,2025-01-26,completed,,East,49.55,2025-01-26,991.0,2025-01-29,2025-01-29,2025-02-01,1,0
1079,2025-01-26,completed,,East,84.15,2025-01-26,992.0,2025-01-28,2025-01-29,2025-01-30,1,1
1080,2025-01-26,completed,,Central,326.1,2025-01-26,993.0,2025-01-29,2025-01-27,2025-01-29,1,0
1081,2025-01-26,completed,,Central,111.16,2025-01-26,994.0,2025-01-28,2025-01-28,2025-01-29,1,0
1082,2025-01-26,completed,,South,69.13,2025-01-26,995.0,2025-01-28,2025-01-31,2025-02-01,1,1
1083,2025-01-26,completed,,South,36.66,2025-01-26,996.0,2025-01-29,2025-01-29,2025-01-31,1,0
1084,2025-01-26,completed,,East,522.9499999999999,2025-01-26,997.0,2025-01-28,2025-01-27,2025-01-31,1,0
1085,2025-01-26,completed,,South,247.20000000000002,2025-01-26,998.0,2025-01-29,2025-01-29,2025-02-01,1,0
1086,2025-01-26,completed,,North,124.26,2025-01-26,999.0,2025-01-28,2025-01-27,2025-01-30,1,0
1087,2025-01-26,unknown_status,,East,248.52,2025-01-26,,,,,0,1
1088,2025-01-26,completed,,North,78.32,2025-01-26,1000.0,2025-01-29,2025-01-31,2025-02-02,1,1
1089,2025-01-26,completed,,North,157.65,2025-01-26,1001.0,2025-01-29,2025-01-29,2025-02-01,1,0
1090,2025-01-26,completed,,North,541.5500000000001,2025-01-26,1002.0,2025-01-29,2025-01-31,2025-02-02,1,1
1091,2025-01-26,completed,,North,157.65,2025-01-26,1003.0,2025-01-29,2025-01-29,2025-01-31,1,0
1092,2025-01-26,completed,,Central,29.56,2025-01-26,1004.0,2025-01-30,2025-01-28,2025-01-29,1,0
1093,2025-01-26,completed,,North,181.2,2025-01-26,1005.0,2025-01-30,2025-02-02,2025-02-05,1,1
1094,2025-01-26,completed,,South,326.1,2025-01-26,1006.0,2025-01-29,2025-01-28,2025-02-01,1,0
1095,2025-01-27,completed,,South,138.05,2025-01-27,1007.0,2025-01-29,2025-01-29,2025-01-31,1,0
1096,2025-01-27,completed,,North,53.45,2025-01-27,1008.0,2025-01-29,2025-01-29,2025-02-02,1,0
1097,2025-01-27,completed,,South,318.85,2025-01-27,1009.0,2025-01-31,2025-01-29,2025-01-30,1,0
1098,2025-01-27,completed,,North,183.13,2025-01-27,1010.0,2025-01-30,2025-01-28,2025-02-01,1,0
1099,2025-01-27,completed,,South,157.65,2025-01-27,1011.0,2025-01-30,2025-01-29,2025-02-02,1,0
1100,2025-01-27,completed,,Central,78.32,2025-01-27,1012.0,2025-01-31,2025-01-28,2025-01-29,1,0
1101,2025-01-27,completed,,Central,141.93,2025-01-27,1013.0,2025-01-29,2025-01-29,2025-01-31,1,0
1102,2025-01-27,completed,,Central,89.6,2025-01-27,1014.0,2025-01-30,2025-02-03,2025-02-05,1,1
1103,2025-01-27,processing,,North,320.46999999999997,2025-01-27,1015.0,2025-01-30,2025-01-29,2025-01-30,1,0
1104,2025-01-27,completed,,East,99.67999999999999,2025-01-27,1016.0,2025-01-31,2025-01-29,2025-01-31,1,0
1105,2025-01-27,processing,,North,122.78,2025-01-27,1017.0,2025-01-30,2025-01-29,2025-02-02,1,0
1106,2025-01-27,completed,,South,117.99,2025-01-27,1018.0,2025-01-30,,,0,1
1107,2025-01-27,processing,,South,31.58,2025-01-27,1019.0,2025-01-29,2025-01-28,2025-01-31,1,0
1108,2025-01-27,completed,,North,81.35,2025-01-27,1020.0,2025-01-30,2025-01-29,2025-01-30,1,0
1109,2025-01-27,completed,,North,283.53,2025-01-27,1021.0,2025-01-30,2025-01-30,2025-02-02,1,0
1110,2025-01-27,completed,,South,152.29,2025-01-27,1022.0,2025-01-30,2025-01-29,2025-01-30,1,0
1111,2025-01-27,completed,,South,305.06,2025-01-27,1023.0,2025-01-30,2025-02-01,2025-02-02,1,1
1112,2025-01-27,completed,,North,69.13,2025-01-27,1024.0,2025-01-29,2025-01-29,2025-02-02,1,0
1113,2025-01-27,completed,,Central,49.22,2025-01-27,1025.0,2025-01-30,2025-01-29,2025-01-31,1,0
1114,2025-01-27,completed,,North,251.76,2025-01-27,1026.0,2025-01-30,2025-01-30,2025-01-31,1,0
1115,2025-01-27,completed,,Central,165.91,2025-01-27,1027.0,2025-01-30,2025-01-30,2025-02-02,1,0
