order_id,order_created_at,order_status,campaign_id,region,order_gmv,order_date
985,2025-01-25,completed,,East,21.34,2025-01-25
986,2025-01-25,cancelled,,North,69.13,2025-01-25
987,2025-01-25,completed,,Central,49.55,2025-01-25
988,2025-01-25,completed,,Central,143.25,2025-01-25
989,2025-01-25,completed,,Central,24.44,2025-01-25
990,2025-01-25,cancelled,,North,171.28,2025-01-25
991,2025-01-25,completed,,East,135.8,2025-01-25
992,2025-01-25,completed,,South,228.12,2025-01-25
993,2025-01-25,refunded,,North,53.45,2025-01-25
994,2025-01-25,completed,,South,157.65,2025-01-25
995,2025-01-25,completed,,East,168.3,2025-01-25
996,2025-01-25,completed,,South,43.73,2025-01-25
997,2025-01-25,unknown_status,,East,220.76000000000002,2025-01-25
998,2025-01-25,unknown_status,,South,53.45,2025-01-25
999,2025-01-25,completed,,East,115.42,2025-01-25
1000,2025-01-25,completed,,East,202.48,2025-01-25
1001,2025-01-25,processing,,Central,588.7,2025-01-25
1002,2025-01-25,completed,,South,163.05,2025-01-25
1003,2025-01-25,completed,,North,81.08,2025-01-25
1004,2025-01-25,completed,,North,157.65,2025-01-25
1005,2025-01-25,completed,,South,12.22,2025-01-25
1006,2025-01-25,refunded,,Central,101.25,2025-01-25
1007,2025-01-25,completed,,East,57.71,2025-01-25
1008,2025-01-25,completed,,South,217.41,2025-01-25
1009,2025-01-25,completed,,South,134.53,2025-01-25
1010,2025-01-25,processing,,Central,69.13,2025-01-25
1011,2025-01-25,processing,,North,107.77,2025-01-25
1012,2025-01-25,completed,,South,24.61,2025-01-25
1013,2025-01-25,completed,,South,69.13,2025-01-25
1014,2025-01-25,completed,,North,233.31,2025-01-25
1015,2025-01-25,completed,,North,84.15,2025-01-25
1016,2025-01-25,completed,,South,234.68,2025-01-25
1017,2025-01-25,completed,,South,248.52,2025-01-25
1018,2025-01-25,completed,,South,143.25,2025-01-25
1019,2025-01-25,completed,,East,78.06,2025-01-25
1020,2025-01-25,completed,,East,303.75,2025-01-25
1021,2025-01-25,processing,,South,37.74,2025-01-25
1022,2025-01-25,completed,,North,236.68,2025-01-25
1023,2025-01-25,completed,,East,84.15,2025-01-25
1024,2025-01-25,completed,,North,57.71,2025-01-25
1025,2025-01-25,completed,,Central,235.98,2025-01-25
1026,2025-01-25,completed,,South,349.93,2025-01-25
1027,2025-01-25,completed,,South,117.99,2025-01-25
1028,2025-01-25,unknown_status,,East,168.3,2025-01-25
1029,2025-01-25,completed,,East,75.66,2025-01-25
1030,2025-01-25,completed,,East,21.34,2025-01-25
1031,2025-01-25,completed,,North,72.47,2025-01-25
1032,2025-01-25,completed,,Central,20.47,2025-01-25
1033,2025-01-25,completed,,East,184.36,2025-01-25
1034,2025-01-25,completed,,East,330.45,2025-01-25
1035,2025-01-25,processing,,North,173.9,2025-01-25
1036,2025-01-25,completed,,East,124.06,2025-01-25
1037,2025-01-25,completed,,North,61.39,2025-01-25
1038,2025-01-25,completed,,South,57.71,2025-01-25
1039,2025-01-25,completed,,North,53.45,2025-01-25
1040,2025-01-25,completed,,Central,156.64,2025-01-25
1041,2025-01-25,cancelled,,Central,12.22,2025-01-25
1042,2025-01-25,completed,,South,191.0,2025-01-25
1043,2025-01-25,processing,,North,61.39,2025-01-25
1044,2025-01-25,completed,,Central,24.61,2025-01-25
1045,2025-01-25,completed,,North,12.22,2025-01-25
1046,2025-01-25,processing,,Central,309.91,2025-01-25
1047,2025-01-25,completed,,East,182.14,2025-01-25
1048,2025-01-26,completed,,North,9.2,2025-01-26
1049,2025-01-26,completed,,North,163.05,2025-01-26
1050,2025-01-26,processing,,South,84.15,2025-01-26
1051,2025-01-26,completed,,Central,114.06,2025-01-26
1052,2025-01-26,completed,,Central,200.38,2025-01-26
1053,2025-01-26,completed,,East,42.3,2025-01-26
1054,2025-01-26,completed,,Central,39.42,2025-01-26
1055,2025-01-26,refunded,,Central,105.49000000000001,2025-01-26
1056,2025-01-26,processing,,Central,324.58000000000004,2025-01-26
1057,2025-01-26,completed,,South,173.9,2025-01-26
1058,2025-01-26,completed,,South,95.86,2025-01-26
1059,2025-01-26,completed,,East,20.47,2025-01-26
1060,2025-01-26,completed,,East,399.71000000000004,2025-01-26
1061,2025-01-26,processing,,East,175.79000000000002,2025-01-26
1062,2025-01-26,completed,,North,152.53,2025-01-26
1063,2025-01-26,completed,,North,118.34,2025-01-26
1064,2025-01-26,completed,,Central,53.45,2025-01-26
1065,2025-01-26,processing,,North,87.46,2025-01-26
1066,2025-01-26,completed,,Central,219.05,2025-01-26
1067,2025-01-26,cancelled,,South,141.93,2025-01-26
1068,2025-01-26,completed,,Central,59.69,2025-01-26
1069,2025-01-26,completed,,Central,404.96,2025-01-26
1070,2025-01-26,completed,,Central,278.92,2025-01-26
1071,2025-01-26,completed,,North,34.71,2025-01-26
1072,2025-01-26,completed,,East,409.88,2025-01-26
1073,2025-01-26,completed,,North,20.47,2025-01-26
1074,2025-01-26,processing,,East,31.58,2025-01-26
1075,2025-01-26,processing,,North,65.67,2025-01-26
1076,2025-01-26,completed,,East,61.15,2025-01-26
1077,2025-01-26,cancelled,,South,152.53,2025-01-26
1078,2025-01-26,completed,,East,49.55,2025-01-26
1079,2025-01-26,completed,,East,84.15,2025-01-26
1080,2025-01-26,completed,,Central,326.1,2025-01-26
1081,2025-01-26,completed,,Central,111.16,2025-01-26
1082,2025-01-26,completed,,South,69.13,2025-01-26
1083,2025-01-26,completed,,South,36.66,2025-01-26
1084,2025-01-26,completed,,East,522.9499999999999,2025-01-26
1085,2025-01-26,completed,,South,247.20000000000002,2025-01-26
1086,2025-01-26,completed,,North,124.26,2025-01-26
1087,2025-01-26,unknown_status,,East,248.52,2025-01-26
1088,2025-01-26,completed,,North,78.32,2025-01-26
1089,2025-01-26,completed,,North,157.65,2025-01-26
1090,2025-01-26,completed,,North,541.5500000000001,2025-01-26
1091,2025-01-26,completed,,North,157.65,2025-01-26
1092,2025-01-26,completed,,Central,29.56,2025-01-26
1093,2025-01-26,completed,,North,181.2,2025-01-26
1094,2025-01-26,completed,,South,326.1,2025-01-26
1095,2025-01-27,completed,,South,138.05,2025-01-27
1096,2025-01-27,completed,,North,53.45,2025-01-27
1097,2025-01-27,completed,,South,318.85,2025-01-27
1098,2025-01-27,completed,,North,183.13,2025-01-27
1099,2025-01-27,completed,,South,157.65,2025-01-27
1100,2025-01-27,completed,,Central,78.32,2025-01-27
1101,2025-01-27,completed,,Central,141.93,2025-01-27
1102,2025-01-27,completed,,Central,89.6,2025-01-27
1103,2025-01-27,processing,,North,320.46999999999997,2025-01-27
1104,2025-01-27,completed,,East,99.67999999999999,2025-01-27
1105,2025-01-27,processing,,North,122.78,2025-01-27
1106,2025-01-27,completed,,South,117.99,2025-01-27
1107,2025-01-27,processing,,South,31.58,2025-01-27
1108,2025-01-27,completed,,North,81.35,2025-01-27
1109,2025-01-27,completed,,North,283.53,2025-01-27
1110,2025-01-27,completed,,South,152.29,2025-01-27
1111,2025-01-27,completed,,South,305.06,2025-01-27
1112,2025-01-27,completed,,North,69.13,2025-01-27
1113,2025-01-27,completed,,Central,49.22,2025-01-27
1114,2025-01-27,completed,,North,251.76,2025-01-27
1115,2025-01-27,completed,,Central,165.91,2025-01-27
1116,2025-01-27,completed,,North,357.09000000000003,2025-01-27
1117,2025-01-27,completed,,East,69.13,2025-01-27
1118,2025-01-27,completed,,South,200.79000000000002,2025-01-27
1119,2025-01-27,completed,,East,155.93,2025-01-27
1120,2025-01-27,completed,,East,92.94,2025-01-27
1121,2025-01-27,completed,,Central,61.15,2025-01-27
1122,2025-01-27,completed,,Central,163.05,2025-01-27
1123,2025-01-27,completed,,Central,251.76,2025-01-27
1124,2025-01-27,completed,,East,67.9,2025-01-27
1125,2025-01-27,completed,,Central,84.15,2025-01-27
1126,2025-01-27,completed,,North,53.45,2025-01-27
1127,2025-01-27,completed,,North,57.71,2025-01-27
1128,2025-01-27,completed,,South,24.61,2025-01-27
1129,2025-01-27,unknown_status,,North,37.74,2025-01-27
1130,2025-01-27,processing,,South,426.29999999999995,2025-01-27
1131,2025-01-27,completed,,Central,43.73,2025-01-27
1132,2025-01-27,processing,,East,532.4,2025-01-27
1133,2025-01-27,completed,,East,68.35,2025-01-27
1134,2025-01-27,refunded,,Central,61.39,2025-01-27
1135,2025-01-27,completed,,Central,124.06,2025-01-27
1136,2025-01-28,completed,,South,157.65,2025-01-28
1137,2025-01-28,completed,,Central,20.47,2025-01-28
1138,2025-01-28,completed,,North,84.15,2025-01-28
1139,2025-01-28,completed,,South,152.53,2025-01-28
1140,2025-01-28,completed,,East,168.3,2025-01-28
1141,2025-01-28,completed,,South,78.18,2025-01-28
1142,2025-01-28,completed,,South,202.48,2025-01-28
1143,2025-01-28,completed,,South,83.16,2025-01-28
1144,2025-01-28,processing,,East,267.35,2025-01-28
1145,2025-01-28,refunded,,South,69.13,2025-01-28
1146,2025-01-28,completed,,Central,163.05,2025-01-28
1147,2025-01-28,completed,,East,61.39,2025-01-28
1148,2025-01-28,completed,,East,53.45,2025-01-28
1149,2025-01-28,processing,,North,150.84,2025-01-28
1150,2025-01-28,refunded,,North,21.34,2025-01-28
1151,2025-01-28,completed,,South,202.48,2025-01-28
1152,2025-01-28,completed,,East,78.32,2025-01-28
1153,2025-01-28,completed,,East,67.9,2025-01-28
1154,2025-01-28,completed,,Central,78.32,2025-01-28
1155,2025-01-28,processing,,South,272.23,2025-01-28
1156,2025-01-28,completed,,East,84.15,2025-01-28
1157,2025-01-28,completed,,East,398.76,2025-01-28
1158,2025-01-28,completed,,South,78.32,2025-01-28
1159,2025-01-28,completed,,South,20.47,2025-01-28
1160,2025-01-28,completed,,East,61.39,2025-01-28
1161,2025-01-28,completed,,East,147.45,2025-01-28
1162,2025-01-28,completed,,South,42.3,2025-01-28
1163,2025-01-28,completed,,North,117.99,2025-01-28
1164,2025-01-28,processing,,North,324.70000000000005,2025-01-28
1165,2025-01-28,completed,,East,24.61,2025-01-28
1166,2025-01-28,completed,,South,543.0400000000001,2025-01-28
1167,2025-01-28,completed,,South,163.05,2025-01-28
1168,2025-01-28,completed,,North,138.05,2025-01-28
1169,2025-01-28,processing,,Central,173.9,2025-01-28
1170,2025-01-28,completed,,North,117.99,2025-01-28
1171,2025-01-28,completed,,South,662.27,2025-01-28
1172,2025-01-28,completed,,Central,115.23,2025-01-28
1173,2025-01-28,completed,,East,101.25,2025-01-28
1174,2025-01-28,completed,,North,54.519999999999996,2025-01-28
1175,2025-01-28,completed,,South,21.34,2025-01-28
1176,2025-01-28,completed,,Central,43.73,2025-01-28
1177,2025-01-28,completed,,East,57.71,2025-01-28
1178,2025-01-28,completed,,East,61.39,2025-01-28
1179,2025-01-28,processing,,South,20.47,2025-01-28
1180,2025-01-28,completed,,Central,242.68,2025-01-28
1181,2025-01-28,completed,,East,24.61,2025-01-28
1182,2025-01-28,completed,,Central,96.13,2025-01-28
1183,2025-01-28,completed,,Central,84.15,2025-01-28
1184,2025-01-28,completed,,East,157.65,2025-01-28
1185,2025-01-28,completed,,South,303.09,2025-01-28
1186,2025-01-29,cancelled,,South,43.73,2025-01-29
1187,2025-01-29,processing,,North,64.19999999999999,2025-01-29
1188,2025-01-29,completed,,South,72.47,2025-01-29
1189,2025-01-29,completed,,South,100.26,2025-01-29
1190,2025-01-29,completed,,North,72.47,2025-01-29
1191,2025-01-29,completed,,North,67.9,2025-01-29
1192,2025-01-29,processing,,South,117.99,2025-01-29
1193,2025-01-29,completed,,South,43.74,2025-01-29
1194,2025-01-29,completed,,South,244.64,2025-01-29
1195,2025-01-29,completed,,South,165.77999999999997,2025-01-29
1196,2025-01-29,completed,,South,31.58,2025-01-29
1197,2025-01-29,completed,,North,61.39,2025-01-29
1198,2025-01-29,cancelled,,North,100.26,2025-01-29
1199,2025-01-29,completed,,North,57.71,2025-01-29
1200,2025-01-29,completed,,North,120.61999999999999,2025-01-29
1201,2025-01-29,completed,,East,84.15,2025-01-29
1202,2025-01-29,completed,,South,202.48,2025-01-29
1203,2025-01-29,completed,,East,157.65,2025-01-29
1204,2025-01-29,completed,,North,427.99,2025-01-29
1205,2025-01-29,completed,,North,202.48,2025-01-29
1206,2025-01-29,completed,,East,138.05,2025-01-29
1207,2025-01-29,completed,,North,67.9,2025-01-29
1208,2025-01-29,cancelled,,South,162.4,2025-01-29
1209,2025-01-29,completed,,East,24.44,2025-01-29
1210,2025-01-29,completed,,Central,347.8,2025-01-29
1211,2025-01-29,completed,,South,24.61,2025-01-29
1212,2025-01-29,processing,,East,401.85,2025-01-29
1213,2025-01-29,completed,,North,53.45,2025-01-29
1214,2025-01-29,completed,,East,40.94,2025-01-29
1215,2025-01-29,completed,,East,69.13,2025-01-29
1216,2025-01-29,completed,,Central,144.55,2025-01-29
1217,2025-01-29,completed,,East,448.73,2025-01-29
1218,2025-01-29,completed,,South,24.61,2025-01-29
1219,2025-01-29,completed,,South,156.64,2025-01-29
1220,2025-01-29,completed,,North,142.85,2025-01-29
1221,2025-01-29,completed,,East,78.32,2025-01-29
1222,2025-01-29,completed,,Central,83.16,2025-01-29
1223,2025-01-29,completed,,Central,42.3,2025-01-29
1224,2025-01-29,completed,,East,117.99,2025-01-29
1225,2025-01-29,completed,,South,173.9,2025-01-29
1226,2025-01-30,processing,,North,156.64,2025-01-30
1227,2025-01-30,completed,,East,21.34,2025-01-30
1228,2025-01-30,processing,,East,21.34,2025-01-30
1229,2025-01-30,completed,,East,59.69,2025-01-30
1230,2025-01-30,completed,,Central,133.37,2025-01-30
1231,2025-01-30,cancelled,,South,173.9,2025-01-30
1232,2025-01-30,completed,,East,202.48,2025-01-30
1233,2025-01-30,completed,,East,157.65,2025-01-30
1234,2025-01-30,completed,,East,157.65,2025-01-30
1235,2025-01-30,completed,,South,252.45,2025-01-30
1236,2025-01-30,completed,,South,148.85,2025-01-30
1237,2025-01-30,completed,,North,73.61,2025-01-30
1238,2025-01-30,completed,,North,192.62,2025-01-30
1239,2025-01-30,completed,,North,219.44,2025-01-30
1240,2025-01-30,completed,,South,83.16,2025-01-30
1241,2025-01-30,processing,,Central,124.34,2025-01-30
1242,2025-01-30,completed,,South,138.26,2025-01-30
1243,2025-01-30,completed,,South,69.13,2025-01-30
1244,2025-01-30,refunded,,Central,173.13,2025-01-30
1245,2025-01-30,completed,,East,249.6,2025-01-30
1246,2025-01-30,completed,,North,24.68,2025-01-30
1247,2025-01-30,completed,,East,115.42,2025-01-30
1248,2025-01-30,completed,,East,191.96,2025-01-30
1249,2025-01-30,completed,,South,156.64,2025-01-30
1250,2025-01-30,processing,,North,20.47,2025-01-30
1251,2025-01-30,completed,,Central,75.66,2025-01-30
1252,2025-01-30,completed,,South,382.97,2025-01-30
1253,2025-01-30,completed,,North,295.70000000000005,2025-01-30
1254,2025-01-30,completed,,North,21.34,2025-01-30
1255,2025-01-30,completed,,East,240.24,2025-01-30
1256,2025-01-30,completed,,East,34.71,2025-01-30
1257,2025-01-30,completed,,South,253.28000000000003,2025-01-30
1258,2025-01-30,completed,,East,124.26,2025-01-30
1259,2025-01-30,completed,,North,219.76999999999998,2025-01-30
1260,2025-01-30,completed,,Central,53.45,2025-01-30
1261,2025-01-30,processing,,North,467.83000000000004,2025-01-30
1262,2025-01-30,completed,,South,12.22,2025-01-30
1263,2025-01-30,completed,,North,88.2,2025-01-30
1264,2025-01-30,completed,,East,19.71,2025-01-30
1265,2025-01-30,completed,,East,157.65,2025-01-30
1266,2025-01-30,completed,,East,212.18,2025-01-30
1267,2025-01-30,processing,,North,167.76,2025-01-30
1268,2025-01-30,completed,,East,69.13,2025-01-30
1269,2025-01-30,completed,,Central,92.42,2025-01-30
1270,2025-01-30,completed,,Central,20.47,2025-01-30
1271,2025-01-30,completed,,North,157.65,2025-01-30
1272,2025-01-30,completed,,Central,88.2,2025-01-30
1273,2025-01-30,completed,,North,43.73,2025-01-30
1274,2025-01-30,completed,,South,125.88,2025-01-30
1275,2025-01-31,completed,,East,78.18,2025-01-31
1276,2025-01-31,completed,,South,125.88,2025-01-31
1277,2025-01-31,completed,,North,230.46,2025-01-31
1278,2025-01-31,completed,,East,483.75,2025-01-31
1279,2025-01-31,completed,,North,115.23,2025-01-31
1280,2025-01-31,completed,,East,205.48000000000002,2025-01-31
1281,2025-01-31,cancelled,,South,61.15,2025-01-31
1282,2025-01-31,processing,,North,144.13,2025-01-31
1283,2025-01-31,completed,,North,69.13,2025-01-31
1284,2025-01-31,completed,,Central,114.84,2025-01-31
1285,2025-01-31,completed,,East,141.39999999999998,2025-01-31
1286,2025-01-31,completed,,North,43.73,2025-01-31
1287,2025-01-31,completed,,South,466.10999999999996,2025-01-31
1288,2025-01-31,completed,,South,34.71,2025-01-31
1289,2025-01-31,completed,,South,61.39,2025-01-31
1290,2025-01-31,processing,,Central,222.95,2025-01-31
1291,2025-01-31,completed,,East,12.22,2025-01-31
1292,2025-01-31,completed,,East,240.81,2025-01-31
1293,2025-01-31,completed,,East,101.03,2025-01-31
1294,2025-01-31,completed,,South,134.68,2025-01-31
1295,2025-01-31,completed,,North,109.21,2025-01-31
1296,2025-01-31,completed,,South,202.5,2025-01-31
1297,2025-01-31,completed,,East,83.16,2025-01-31
1298,2025-01-31,completed,,South,57.71,2025-01-31
1299,2025-01-31,processing,,Central,78.32,2025-01-31
1300,2025-01-31,cancelled,,East,53.45,2025-01-31
1301,2025-01-31,completed,,North,217.34,2025-01-31
1302,2025-01-31,completed,,Central,117.99,2025-01-31
1303,2025-01-31,completed,,South,37.74,2025-01-31
1304,2025-01-31,completed,,South,217.34,2025-01-31
1305,2025-01-31,completed,,South,115.73,2025-01-31
1306,2025-01-31,completed,,East,19.71,2025-01-31
1307,2025-01-31,completed,,Central,43.74,2025-01-31
1308,2025-01-31,completed,,South,84.15,2025-01-31
1309,2025-01-31,completed,,Central,31.58,2025-01-31
1310,2025-02-01,completed,,Central,171.77,2025-02-01
1311,2025-02-01,completed,,Central,148.35,2025-02-01
1312,2025-02-01,completed,,East,173.9,2025-02-01
1313,2025-02-01,completed,,South,136.18,2025-02-01
1314,2025-02-01,completed,,Central,286.51,2025-02-01
1315,2025-02-01,completed,,South,43.74,2025-02-01
1316,2025-02-01,completed,,East,225.76999999999998,2025-02-01
1317,2025-02-01,completed,,North,124.26,2025-02-01
1318,2025-02-01,completed,,Central,115.42,2025-02-01
1319,2025-02-01,completed,,Central,59.69,2025-02-01
1320,2025-02-01,completed,,East,486.03999999999996,2025-02-01
1321,2025-02-01,completed,,Central,175.27,2025-02-01
1322,2025-02-01,completed,,Central,129.73,2025-02-01
1323,2025-02-01,completed,,South,117.99,2025-02-01
1324,2025-02-01,completed,,South,53.45,2025-02-01
1325,2025-02-01,completed,,South,37.74,2025-02-01
1326,2025-02-01,completed,,South,138.05,2025-02-01
1327,2025-02-01,processing,,South,158.82,2025-02-01
1328,2025-02-01,cancelled,,North,98.89,2025-02-01
1329,2025-02-01,completed,,Central,320.46999999999997,2025-02-01
1330,2025-02-01,processing,,South,31.58,2025-02-01
1331,2025-02-01,completed,,North,202.48,2025-02-01
1332,2025-02-01,completed,,South,173.9,2025-02-01
1333,2025-02-01,processing,,Central,214.84,2025-02-01
1334,2025-02-01,completed,,East,83.81,2025-02-01
1335,2025-02-01,completed,,Central,122.06,2025-02-01
1336,2025-02-01,completed,,North,172.76000000000002,2025-02-01
1337,2025-02-01,completed,,South,202.48,2025-02-01
1338,2025-02-01,completed,,Central,24.44,2025-02-01
1339,2025-02-01,completed,,North,264.62,2025-02-01
1340,2025-02-01,completed,,South,240.81,2025-02-01
1341,2025-02-01,processing,,South,39.42,2025-02-01
1342,2025-02-01,completed,,South,356.04,2025-02-01
1343,2025-02-01,completed,,Central,70.89,2025-02-01
1344,2025-02-01,completed,,East,124.06,2025-02-01
1345,2025-02-01,completed,,East,12.22,2025-02-01
1346,2025-02-01,completed,,South,69.13,2025-02-01
1347,2025-02-01,cancelled,,North,87.48,2025-02-01
1348,2025-02-02,completed,,South,157.53,2025-02-02
1349,2025-02-02,processing,,South,550.26,2025-02-02
1350,2025-02-02,refunded,,East,53.45,2025-02-02
1351,2025-02-02,completed,,Central,84.15,2025-02-02
1352,2025-02-02,processing,,East,157.49,2025-02-02
1353,2025-02-02,cancelled,,North,111.32,2025-02-02
1354,2025-02-02,processing,,North,99.1,2025-02-02
1355,2025-02-02,completed,,South,264.95000000000005,2025-02-02
1356,2025-02-02,completed,,East,36.9,2025-02-02
1357,2025-02-02,completed,,South,241.37,2025-02-02
1358,2025-02-02,completed,,South,151.32,2025-02-02
1359,2025-02-02,completed,,North,152.53,2025-02-02
1360,2025-02-02,cancelled,,East,315.3,2025-02-02
1361,2025-02-02,completed,,Central,117.99,2025-02-02
1362,2025-02-02,completed,,North,168.62,2025-02-02
1363,2025-02-02,completed,,North,171.28,2025-02-02
1364,2025-02-02,completed,,North,31.58,2025-02-02
1365,2025-02-02,completed,,South,240.81,2025-02-02
1366,2025-02-02,completed,,North,138.05,2025-02-02
1367,2025-02-02,completed,,Central,352.99,2025-02-02
1368,2025-02-02,unknown_status,,Central,53.45,2025-02-02
1369,2025-02-02,completed,,East,213.71,2025-02-02
1370,2025-02-02,processing,,South,176.03,2025-02-02
1371,2025-02-02,completed,,East,173.9,2025-02-02
1372,2025-02-02,completed,,North,75.66,2025-02-02
1373,2025-02-02,completed,,South,121.08,2025-02-02
1374,2025-02-02,completed,,South,53.45,2025-02-02
1375,2025-02-02,completed,,East,489.15,2025-02-02
1376,2025-02-02,completed,,Central,163.05,2025-02-02
1377,2025-02-02,completed,,North,163.05,2025-02-02
1378,2025-02-02,completed,,North,53.45,2025-02-02
1379,2025-02-02,refunded,,North,326.1,2025-02-02
1380,2025-02-02,completed,,South,69.13,2025-02-02
1381,2025-02-02,completed,,Central,264.14,2025-02-02
1382,2025-02-02,completed,,East,131.22,2025-02-02
1383,2025-02-02,completed,,South,34.71,2025-02-02
1384,2025-02-02,completed,,Central,178.12,2025-02-02
1385,2025-02-02,completed,,North,115.42,2025-02-02
1386,2025-02-02,cancelled,,North,157.65,2025-02-02
1387,2025-02-02,completed,,North,374.19,2025-02-02
1388,2025-02-02,completed,,Central,157.76000000000002,2025-02-02
1389,2025-02-02,completed,,North,114.06,2025-02-02
1390,2025-02-02,cancelled,,Central,40.94,2025-02-02
1391,2025-02-02,processing,,Central,770.49,2025-02-02
1392,2025-02-02,cancelled,,Central,171.28,2025-02-02
1393,2025-02-02,completed,,Central,138.05,2025-02-02
1394,2025-02-02,completed,,South,162.4,2025-02-02
1395,2025-02-03,completed,,South,115.23,2025-02-03
1396,2025-02-03,completed,,Central,61.39,2025-02-03
1397,2025-02-03,completed,,South,260.63,2025-02-03
1398,2025-02-03,processing,,East,148.77,2025-02-03
1399,2025-02-03,completed,,North,342.56,2025-02-03
1400,2025-02-03,processing,,Central,242.05,2025-02-03
1401,2025-02-03,completed,,East,272.88,2025-02-03
1402,2025-02-03,cancelled,,Central,57.71,2025-02-03
1403,2025-02-03,completed,,East,88.2,2025-02-03
1404,2025-02-03,completed,,South,168.3,2025-02-03
1405,2025-02-03,refunded,,East,83.16,2025-02-03
1406,2025-02-03,completed,,Central,21.34,2025-02-03
1407,2025-02-03,completed,,East,83.16,2025-02-03
1408,2025-02-03,completed,,North,67.9,2025-02-03
1409,2025-02-03,refunded,,Central,163.05,2025-02-03
1410,2025-02-03,processing,,East,141.93,2025-02-03
1411,2025-02-03,completed,,South,20.47,2025-02-03
1412,2025-02-03,completed,,Central,124.06,2025-02-03
1413,2025-02-03,completed,,East,39.42,2025-02-03
1414,2025-02-03,completed,,North,20.47,2025-02-03
1415,2025-02-03,refunded,,South,189.64000000000001,2025-02-03
1416,2025-02-03,completed,,North,326.1,2025-02-03
1417,2025-02-03,completed,,East,21.34,2025-02-03
1418,2025-02-03,processing,,East,69.13,2025-02-03
1419,2025-02-03,completed,,Central,249.48,2025-02-03
1420,2025-02-03,completed,,North,100.26,2025-02-03
1421,2025-02-03,completed,,South,49.22,2025-02-03
1422,2025-02-03,completed,,North,69.13,2025-02-03
1423,2025-02-03,completed,,North,20.47,2025-02-03
1424,2025-02-03,completed,,Central,152.53,2025-02-03
1425,2025-02-03,completed,,Central,227.69,2025-02-03
1426,2025-02-03,processing,,East,171.28,2025-02-03
1427,2025-02-03,completed,,North,124.26,2025-02-03
1428,2025-02-03,cancelled,,East,83.16,2025-02-03
1429,2025-02-03,refunded,,East,431.9,2025-02-03
1430,2025-02-03,completed,,South,157.65,2025-02-03
1431,2025-02-03,completed,,East,69.42,2025-02-03
1432,2025-02-03,completed,,South,90.53999999999999,2025-02-03
1433,2025-02-03,completed,,South,327.52000000000004,2025-02-03
1434,2025-02-03,completed,,North,84.15,2025-02-03
1435,2025-02-03,completed,,East,78.32,2025-02-03
1436,2025-02-03,completed,,North,203.46,2025-02-03
1437,2025-02-03,completed,,Central,141.93,2025-02-03
1438,2025-02-03,completed,,South,137.03,2025-02-03
1439,2025-02-03,processing,,East,21.34,2025-02-03
1440,2025-02-03,completed,,East,193.76999999999998,2025-02-03
1441,2025-02-03,completed,,Central,163.05,2025-02-03
1442,2025-02-03,completed,,North,157.65,2025-02-03
1443,2025-02-03,completed,,South,180.78,2025-02-03
1444,2025-02-03,processing,,South,12.22,2025-02-03
1445,2025-02-03,completed,,Central,87.46,2025-02-03
1446,2025-02-03,completed,,Central,37.74,2025-02-03
1447,2025-02-04,completed,,East,57.71,2025-02-04
1448,2025-02-04,completed,,Central,115.23,2025-02-04
1449,2025-02-04,completed,,Central,41.05,2025-02-04
1450,2025-02-04,completed,,East,171.28,2025-02-04
1451,2025-02-04,refunded,,North,21.34,2025-02-04
1452,2025-02-04,completed,,South,131.19,2025-02-04
1453,2025-02-04,completed,,South,84.15,2025-02-04
1454,2025-02-04,completed,,East,122.78,2025-02-04
1455,2025-02-04,completed,,Central,66.28999999999999,2025-02-04
1456,2025-02-04,cancelled,,North,398.11,2025-02-04
1457,2025-02-04,completed,,South,169.41,2025-02-04
1458,2025-02-04,completed,,North,126.28,2025-02-04
1459,2025-02-04,cancelled,,Central,152.53,2025-02-04
1460,2025-02-04,cancelled,,South,140.87,2025-02-04
1461,2025-02-04,completed,,East,255.93,2025-02-04
1462,2025-02-04,completed,,East,157.65,2025-02-04
1463,2025-02-04,completed,,South,39.42,2025-02-04
1464,2025-02-04,completed,,Central,157.65,2025-02-04
1465,2025-02-04,completed,,North,9.2,2025-02-04
1466,2025-02-04,completed,,North,53.45,2025-02-04
1467,2025-02-04,completed,,East,37.74,2025-02-04
1468,2025-02-04,completed,,East,221.42,2025-02-04
1469,2025-02-04,completed,,East,61.39,2025-02-04
1470,2025-02-04,completed,,South,168.3,2025-02-04
1471,2025-02-04,completed,,East,74.04,2025-02-04
1472,2025-02-04,completed,,East,31.58,2025-02-04
1473,2025-02-04,completed,,North,294.46000000000004,2025-02-04
1474,2025-02-04,unknown_status,,Central,19.71,2025-02-04
1475,2025-02-04,completed,,South,184.17,2025-02-04
1476,2025-02-04,completed,,North,533.1999999999999,2025-02-04
1477,2025-02-04,completed,,Central,49.55,2025-02-04
1478,2025-02-04,completed,,Central,173.9,2025-02-04
1479,2025-02-04,processing,,North,244.64,2025-02-04
1480,2025-02-04,completed,,North,141.93,2025-02-04
1481,2025-02-04,processing,,Central,20.47,2025-02-04
1482,2025-02-04,completed,,East,171.28,2025-02-04
1483,2025-02-04,completed,,North,240.41,2025-02-04
1484,2025-02-04,completed,,Central,124.26,2025-02-04
1485,2025-02-04,completed,,East,208.61,2025-02-04
1486,2025-02-04,completed,,South,19.71,2025-02-04
1487,2025-02-04,completed,,North,166.32,2025-02-04
1488,2025-02-04,completed,,Central,152.53,2025-02-04
