order_id,order_created_at,order_status,campaign_id,region
654,2025-01-16 06:24:00,completed,,South
655,2025-01-16 12:59:00,completed,,East
656,2025-01-16 02:29:00,completed,,East
657,2025-01-16 17:41:00,completed,,Central
658,2025-01-16 08:33:00,completed,,North
659,2025-01-17 02:45:00,completed,,South
660,2025-01-17 06:40:00,completed,,Central
661,2025-01-17 05:45:00,completed,,South
662,2025-01-17 02:53:00,completed,,South
663,2025-01-17 01:27:00,completed,,South
664,2025-01-17 12:14:00,completed,,East
665,2025-01-17 02:52:00,completed,,East
666,2025-01-17 10:03:00,completed,,North
667,2025-01-17 12:27:00,processing,,Central
668,2025-01-17 22:42:00,completed,,Central
669,2025-01-17 08:00:00,completed,,North
670,2025-01-17 06:56:00,completed,,East
671,2025-01-17 01:49:00,cancelled,,East
672,2025-01-17 20:08:00,completed,,South
673,2025-01-17 02:33:00,completed,,East
674,2025-01-17 13:12:00,completed,,South
675,2025-01-17 01:53:00,refunded,,Central
676,2025-01-17 19:08:00,processing,,Central
677,2025-01-17 10:38:00,processing,,East
678,2025-01-17 03:45:00,completed,,South
679,2025-01-17 21:22:00,completed,,South
680,2025-01-17 09:02:00,completed,,East
681,2025-01-17 14:15:00,completed,,East
682,2025-01-17 03:47:00,completed,,North
683,2025-01-17 17:08:00,completed,,East
684,2025-01-17 10:42:00,completed,,East
685,2025-01-17 09:18:00,completed,,North
686,2025-01-17 07:42:00,completed,,South
687,2025-01-17 16:24:00,completed,,East
688,2025-01-17 06:48:00,completed,,East
689,2025-01-17 11:17:00,completed,,North
690,2025-01-17 22:33:00,completed,,South
691,2025-01-17 22:35:00,completed,,Central
692,2025-01-17 12:21:00,completed,,Central
693,2025-01-17 08:19:00,completed,,South
694,2025-01-17 05:10:00,completed,,North
695,2025-01-17 00:54:00,completed,,Central
696,2025-01-17 22:24:00,processing,,South
697,2025-01-17 22:01:00,completed,,South
698,2025-01-17 17:16:00,completed,,North
699,2025-01-17 10:18:00,completed,,East
700,2025-01-18 21:00:00,processing,,South
701,2025-01-18 10:18:00,completed,,North
702,2025-01-18 03:31:00,completed,,South
703,2025-01-18 06:46:00,processing,,South
704,2025-01-18 06:24:00,cancelled,,North
705,2025-01-18 04:31:00,completed,,North
706,2025-01-18 01:22:00,completed,,South
707,2025-01-18 22:43:00,completed,,East
708,2025-01-18 00:34:00,processing,,North
709,2025-01-18 08:41:00,completed,,Central
710,2025-01-18 17:05:00,processing,,Central
711,2025-01-18 07:31:00,completed,,South
712,2025-01-18 09:54:00,completed,,East
713,2025-01-18 00:06:00,completed,,North
714,2025-01-18 04:25:00,refunded,,Central
715,2025-01-18 22:58:00,completed,,East
716,2025-01-18 13:11:00,completed,,North
717,2025-01-18 02:59:00,completed,,South
718,2025-01-18 18:16:00,completed,,North
719,2025-01-18 17:35:00,completed,,Central
720,2025-01-18 01:42:00,completed,,North
721,2025-01-18 07:05:00,cancelled,,East
722,2025-01-18 22:15:00,completed,,Central
723,2025-01-18 14:35:00,processing,,Central
724,2025-01-18 23:17:00,completed,,South
725,2025-01-18 06:58:00,completed,,Central
726,2025-01-18 03:59:00,completed,,East
727,2025-01-18 10:10:00,completed,,South
728,2025-01-18 07:13:00,completed,,East
729,2025-01-18 01:15:00,completed,,East
730,2025-01-18 22:39:00,completed,,South
731,2025-01-18 13:27:00,cancelled,,Central
732,2025-01-18 23:59:00,completed,,East
733,2025-01-18 09:55:00,processing,,South
734,2025-01-18 18:59:00,processing,,Central
735,2025-01-19 08:38:00,completed,,Central
736,2025-01-19 20:16:00,completed,,Central
737,2025-01-19 22:49:00,cancelled,,South
738,2025-01-19 21:54:00,processing,,East
739,2025-01-19 16:40:00,completed,,Central
740,2025-01-19 23:16:00,refunded,,South
741,2025-01-19 01:03:00,completed,,Central
742,2025-01-19 17:14:00,completed,,East
743,2025-01-19 22:12:00,completed,,South
744,2025-01-19 19:31:00,completed,,Central
745,2025-01-19 07:37:00,completed,,East
746,2025-01-19 14:24:00,completed,,North
747,2025-01-19 22:02:00,completed,,South
748,2025-01-19 02:06:00,completed,,North
749,2025-01-19 22:13:00,completed,,South
750,2025-01-19 14:02:00,completed,,East
751,2025-01-19 14:44:00,refunded,,Central
752,2025-01-19 01:20:00,completed,,North
753,2025-01-19 19:33:00,completed,,Central
754,2025-01-19 16:11:00,refunded,,Central
755,2025-01-19 20:20:00,completed,,East
756,2025-01-19 21:11:00,refunded,,South
757,2025-01-19 00:35:00,processing,,East
758,2025-01-19 02:36:00,completed,,North
759,2025-01-19 04:47:00,processing,,East
760,2025-01-19 02:36:00,completed,,Central
761,2025-01-19 14:41:00,completed,,East
762,2025-01-19 23:37:00,completed,,South
763,2025-01-19 19:37:00,completed,,Central
764,2025-01-19 23:34:00,processing,,Central
765,2025-01-19 23:09:00,completed,,East
766,2025-01-19 15:27:00,completed,,South
767,2025-01-19 11:18:00,completed,,South
768,2025-01-19 22:30:00,completed,,North
769,2025-01-19 03:30:00,completed,,East
770,2025-01-19 18:20:00,completed,,Central
771,2025-01-19 01:22:00,completed,,North
772,2025-01-19 14:06:00,completed,,Central
773,2025-01-19 04:11:00,completed,,East
774,2025-01-19 00:20:00,completed,,East
775,2025-01-19 10:43:00,completed,,South
776,2025-01-19 03:30:00,completed,,North
777,2025-01-19 16:27:00,completed,,North
778,2025-01-19 13:52:00,completed,,South
779,2025-01-19 21:56:00,completed,,Central
780,2025-01-19 04:37:00,completed,,Central
781,2025-01-19 05:36:00,completed,,North
782,2025-01-19 15:03:00,completed,,South
783,2025-01-20 08:45:00,completed,,Central
784,2025-01-20 05:08:00,cancelled,,Central
785,2025-01-20 23:05:00,completed,,Central
786,2025-01-20 10:07:00,completed,,South
787,2025-01-20 21:51:00,completed,,South
788,2025-01-20 19:33:00,completed,,North
789,2025-01-20 02:20:00,completed,,South
790,2025-01-20 01:19:00,completed,,East
791,2025-01-20 05:10:00,completed,,North
792,2025-01-20 00:07:00,completed,,South
793,2025-01-20 03:44:00,completed,,East
794,2025-01-20 17:40:00,completed,,East
795,2025-01-20 06:41:00,cancelled,,South
796,2025-01-20 01:52:00,completed,,Central
797,2025-01-20 17:40:00,completed,,Central
798,2025-01-20 22:21:00,completed,,East
799,2025-01-20 00:55:00,processing,,South
800,2025-01-20 06:10:00,completed,,South
801,2025-01-20 19:46:00,completed,,North
802,2025-01-20 17:29:00,completed,,East
803,2025-01-20 10:23:00,completed,,South
804,2025-01-20 08:43:00,completed,,East
805,2025-01-20 17:12:00,completed,,East
806,2025-01-20 09:45:00,completed,,East
807,2025-01-20 01:15:00,completed,,East
808,2025-01-20 02:00:00,completed,,East
809,2025-01-20 21:59:00,completed,,North
810,2025-01-20 16:23:00,completed,,Central
811,2025-01-20 10:30:00,completed,,North
812,2025-01-20 00:32:00,refunded,,East
813,2025-01-20 15:18:00,completed,,Central
814,2025-01-20 09:49:00,completed,,South
815,2025-01-20 17:40:00,completed,,South
816,2025-01-20 08:37:00,completed,,North
817,2025-01-20 08:37:00,completed,,South
818,2025-01-20 22:13:00,completed,,South
819,2025-01-20 17:39:00,processing,,East
820,2025-01-20 05:35:00,completed,,South
821,2025-01-20 15:34:00,processing,,North
822,2025-01-20 20:34:00,cancelled,,Central
823,2025-01-20 03:52:00,completed,,Central
824,2025-01-21 22:52:00,completed,,East
825,2025-01-21 22:08:00,completed,,Central
826,2025-01-21 11:05:00,completed,,East
827,2025-01-21 02:22:00,completed,,East
828,2025-01-21 16:05:00,completed,,Central
829,2025-01-21 20:04:00,completed,,Central
830,2025-01-21 10:43:00,completed,,East
831,2025-01-21 05:31:00,completed,,Central
832,2025-01-21 02:28:00,completed,,East
833,2025-01-21 08:19:00,completed,,East
834,2025-01-21 14:28:00,completed,,Central
835,2025-01-21 07:02:00,completed,,East
836,2025-01-21 11:51:00,completed,,East
837,2025-01-21 16:00:00,completed,,Central
838,2025-01-21 17:10:00,cancelled,,South
839,2025-01-21 21:57:00,completed,,Central
840,2025-01-21 11:49:00,processing,,North
841,2025-01-21 10:50:00,processing,,Central
842,2025-01-21 09:22:00,completed,,South
843,2025-01-21 08:11:00,processing,,Central
844,2025-01-21 19:35:00,completed,,Central
845,2025-01-21 10:23:00,completed,,South
846,2025-01-21 10:36:00,completed,,East
847,2025-01-21 16:24:00,cancelled,,Central
848,2025-01-21 20:07:00,completed,,North
849,2025-01-21 12:18:00,completed,,East
850,2025-01-21 08:47:00,completed,,South
851,2025-01-21 15:25:00,completed,,South
852,2025-01-21 08:46:00,completed,,East
853,2025-01-21 09:38:00,refunded,,Central
854,2025-01-21 12:21:00,completed,,North
855,2025-01-21 17:27:00,completed,,South
856,2025-01-21 12:43:00,processing,,North
857,2025-01-21 16:07:00,completed,,East
858,2025-01-21 02:54:00,completed,,South
859,2025-01-21 07:55:00,completed,,Central
860,2025-01-21 11:59:00,cancelled,,East
861,2025-01-21 12:55:00,processing,,South
862,2025-01-21 22:16:00,processing,,Central
863,2025-01-22 19:37:00,completed,,Central
864,2025-01-22 09:39:00,completed,,Central
865,2025-01-22 23:25:00,completed,,Central
866,2025-01-22 01:47:00,refunded,,South
867,2025-01-22 07:10:00,completed,,East
868,2025-01-22 01:19:00,completed,,South
869,2025-01-22 07:39:00,completed,,East
870,2025-01-22 21:36:00,completed,,North
871,2025-01-22 01:12:00,completed,,North
872,2025-01-22 05:06:00,completed,,East
873,2025-01-22 01:55:00,processing,,East
874,2025-01-22 22:40:00,completed,,Central
875,2025-01-22 22:49:00,completed,,East
876,2025-01-22 09:44:00,completed,,South
877,2025-01-22 03:50:00,completed,,South
878,2025-01-22 03:43:00,completed,,East
879,2025-01-22 08:28:00,completed,,North
880,2025-01-22 05:27:00,completed,,North
881,2025-01-22 17:00:00,completed,,Central
882,2025-01-22 22:16:00,completed,,Central
883,2025-01-22 17:42:00,completed,,South
884,2025-01-22 21:23:00,completed,,North
885,2025-01-22 16:35:00,completed,,North
886,2025-01-22 02:40:00,completed,,North
887,2025-01-22 02:37:00,completed,,Central
888,2025-01-22 14:30:00,completed,,North
889,2025-01-22 08:08:00,completed,,North
890,2025-01-22 06:03:00,completed,,Central
891,2025-01-22 05:30:00,completed,,North
892,2025-01-22 22:41:00,completed,,North
893,2025-01-22 04:28:00,completed,,North
894,2025-01-22 10:38:00,completed,,Central
895,2025-01-22 13:47:00,completed,,North
896,2025-01-22 02:28:00,unknown_status,,North
897,2025-01-23 06:04:00,completed,,South
898,2025-01-23 07:43:00,completed,,East
899,2025-01-23 06:56:00,completed,,North
900,2025-01-23 06:07:00,completed,,South
901,2025-01-23 09:36:00,completed,,Central
902,2025-01-23 07:35:00,completed,,Central
903,2025-01-23 05:03:00,completed,,Central
904,2025-01-23 09:16:00,completed,,South
905,2025-01-23 21:02:00,completed,,Central
906,2025-01-23 18:49:00,completed,,North
907,2025-01-23 08:36:00,completed,,South
908,2025-01-23 11:53:00,processing,,South
909,2025-01-23 02:26:00,completed,,South
910,2025-01-23 11:53:00,completed,,Central
911,2025-01-23 04:30:00,completed,,South
912,2025-01-23 11:52:00,refunded,,Central
913,2025-01-23 16:26:00,completed,,Central
914,2025-01-23 05:59:00,completed,,South
915,2025-01-23 11:14:00,completed,,North
916,2025-01-23 22:43:00,completed,,South
917,2025-01-23 05:44:00,processing,,Central
918,2025-01-23 20:45:00,completed,,Central
919,2025-01-23 16:21:00,refunded,,South
920,2025-01-23 21:58:00,completed,,North
921,2025-01-23 22:50:00,completed,,North
922,2025-01-23 10:08:00,completed,,North
923,2025-01-23 22:42:00,completed,,Central
924,2025-01-23 12:41:00,completed,,Central
925,2025-01-23 10:07:00,completed,,East
926,2025-01-23 22:28:00,completed,,East
927,2025-01-23 17:35:00,completed,,North
928,2025-01-23 02:41:00,completed,,South
929,2025-01-23 16:28:00,completed,,North
930,2025-01-23 21:01:00,completed,,East
931,2025-01-23 22:10:00,completed,,North
932,2025-01-23 05:42:00,completed,,East
933,2025-01-23 05:45:00,completed,,East
934,2025-01-23 04:15:00,refunded,,North
935,2025-01-23 21:59:00,completed,,North
936,2025-01-23 23:11:00,completed,,East
937,2025-01-23 09:36:00,completed,,South
938,2025-01-23 00:38:00,completed,,North
939,2025-01-23 07:42:00,processing,,East
940,2025-01-23 08:08:00,completed,,North
941,2025-01-24 08:55:00,completed,,East
942,2025-01-24 23:33:00,completed,,East
943,2025-01-24 02:59:00,processing,,Central
944,2025-01-24 17:36:00,completed,,South
945,2025-01-24 21:21:00,completed,,East
946,2025-01-24 00:08:00,completed,,South
947,2025-01-24 05:28:00,cancelled,,Central
948,2025-01-24 04:52:00,completed,,East
949,2025-01-24 09:34:00,completed,,South
950,2025-01-24 06:57:00,processing,,East
951,2025-01-24 15:43:00,completed,,North
952,2025-01-24 17:34:00,completed,,East
953,2025-01-24 22:18:00,completed,,North
954,2025-01-24 03:02:00,processing,,South
955,2025-01-24 04:27:00,completed,,East
956,2025-01-24 12:28:00,completed,,North
957,2025-01-24 02:20:00,completed,,Central
958,2025-01-24 14:46:00,completed,,Central
959,2025-01-24 09:42:00,cancelled,,East
960,2025-01-24 17:48:00,processing,,North
961,2025-01-24 15:51:00,completed,,Central
962,2025-01-24 10:26:00,completed,,East
963,2025-01-24 18:02:00,completed,,South
964,2025-01-24 05:54:00,completed,,East
965,2025-01-24 02:19:00,processing,,North
966,2025-01-24 15:29:00,processing,,Central
967,2025-01-24 17:52:00,completed,,South
968,2025-01-24 05:23:00,completed,,East
969,2025-01-24 05:40:00,processing,,North
970,2025-01-24 11:29:00,completed,,South
971,2025-01-24 09:17:00,cancelled,,South
972,2025-01-24 12:56:00,completed,,North
973,2025-01-24 00:22:00,processing,,Central
974,2025-01-24 21:59:00,cancelled,,Central
975,2025-01-24 08:23:00,completed,,South
976,2025-01-24 16:05:00,completed,,Central
977,2025-01-24 12:55:00,cancelled,,South
978,2025-01-24 10:03:00,completed,,North
979,2025-01-24 21:55:00,completed,,Central
980,2025-01-24 13:46:00,completed,,North
981,2025-01-24 22:30:00,processing,,East
982,2025-01-24 07:44:00,completed,,East
983,2025-01-24 00:41:00,refunded,,South
984,2025-01-25 01:54:00,completed,,Central
985,2025-01-25 05:53:00,completed,,East
986,2025-01-25 16:34:00,cancelled,,North
987,2025-01-25 15:56:00,completed,,Central
988,2025-01-25 01:20:00,completed,,Central
989,2025-01-25 05:59:00,completed,,Central
990,2025-01-25 16:54:00,cancelled,,North
991,2025-01-25 16:10:00,completed,,East
992,2025-01-25 18:17:00,completed,,South
993,2025-01-25 13:41:00,refunded,,North
994,2025-01-25 15:24:00,completed,,South
995,2025-01-25 05:42:00,completed,,East
996,2025-01-25 22:21:00,completed,,South
997,2025-01-25 23:46:00,unknown_status,,East
998,2025-01-25 03:08:00,unknown_status,,South
999,2025-01-25 06:34:00,completed,,East
1000,2025-01-25 11:13:00,completed,,East
1001,2025-01-25 15:53:00,processing,,Central
1002,2025-01-25 07:07:00,completed,,South
1003,2025-01-25 21:29:00,completed,,North
1004,2025-01-25 11:07:00,completed,,North
1005,2025-01-25 16:07:00,completed,,South
1006,2025-01-25 03:32:00,refunded,,Central
1007,2025-01-25 14:56:00,completed,,East
1008,2025-01-25 17:14:00,completed,,South
1009,2025-01-25 23:17:00,completed,,South
1010,2025-01-25 14:00:00,processing,,Central
1011,2025-01-25 04:37:00,processing,,North
1012,2025-01-25 12:45:00,completed,,South
1013,2025-01-25 02:14:00,completed,,South
1014,2025-01-25 06:05:00,completed,,North
1015,2025-01-25 22:24:00,completed,,North
1016,2025-01-25 17:24:00,completed,,South
1017,2025-01-25 18:29:00,completed,,South
1018,2025-01-25 00:21:00,completed,,South
1019,2025-01-25 20:31:00,completed,,East
1020,2025-01-25 12:59:00,completed,,East
1021,2025-01-25 14:02:00,processing,,South
1022,2025-01-25 00:30:00,completed,,North
1023,2025-01-25 21:51:00,completed,,East
1024,2025-01-25 22:52:00,completed,,North
1025,2025-01-25 15:40:00,completed,,Central
1026,2025-01-25 19:20:00,completed,,South
1027,2025-01-25 01:08:00,completed,,South
1028,2025-01-25 21:56:00,unknown_status,,East
1029,2025-01-25 23:00:00,completed,,East
1030,2025-01-25 20:09:00,completed,,East
1031,2025-01-25 15:25:00,completed,,North
1032,2025-01-25 02:57:00,completed,,Central
1033,2025-01-25 23:03:00,completed,,East
1034,2025-01-25 06:06:00,completed,,East
1035,2025-01-25 11:02:00,processing,,North
1036,2025-01-25 04:27:00,completed,,East
1037,2025-01-25 05:21:00,completed,,North
1038,2025-01-25 23:34:00,completed,,South
1039,2025-01-25 06:49:00,completed,,North
1040,2025-01-25 21:50:00,completed,,Central
1041,2025-01-25 04:57:00,cancelled,,Central
1042,2025-01-25 03:34:00,completed,,South
1043,2025-01-25 02:10:00,processing,,North
1044,2025-01-25 05:03:00,completed,,Central
1045,2025-01-25 05:18:00,completed,,North
1046,2025-01-25 03:03:00,processing,,Central
1047,2025-01-25 11:11:00,completed,,East
1048,2025-01-26 15:05:00,completed,,North
1049,2025-01-26 02:23:00,completed,,North
1050,2025-01-26 14:06:00,processing,,South
1051,2025-01-26 20:16:00,completed,,Central
1052,2025-01-26 17:59:00,completed,,Central
1053,2025-01-26 04:12:00,completed,,East
1054,2025-01-26 17:45:00,completed,,Central
1055,2025-01-26 13:44:00,refunded,,Central
1056,2025-01-26 17:30:00,processing,,Central
1057,2025-01-26 13:47:00,completed,,South
1058,2025-01-26 15:12:00,completed,,South
1059,2025-01-26 17:33:00,completed,,East
1060,2025-01-26 20:31:00,completed,,East
1061,2025-01-26 05:17:00,processing,,East
1062,2025-01-26 01:27:00,completed,,North
1063,2025-01-26 11:13:00,completed,,North
1064,2025-01-26 22:57:00,completed,,Central
1065,2025-01-26 17:49:00,processing,,North
1066,2025-01-26 09:36:00,completed,,Central
1067,2025-01-26 18:41:00,cancelled,,South
1068,2025-01-26 16:48:00,completed,,Central
1069,2025-01-26 01:42:00,completed,,Central
1070,2025-01-26 23:11:00,completed,,Central
1071,2025-01-26 23:19:00,completed,,North
1072,2025-01-26 03:16:00,completed,,East
1073,2025-01-26 15:10:00,completed,,North
1074,2025-01-26 09:17:00,processing,,East
1075,2025-01-26 20:58:00,processing,,North
1076,2025-01-26 01:24:00,completed,,East
1077,2025-01-26 15:49:00,cancelled,,South
1078,2025-01-26 14:41:00,completed,,East
1079,2025-01-26 16:41:00,completed,,East
1080,2025-01-26 11:27:00,completed,,Central
1081,2025-01-26 14:53:00,completed,,Central
1082,2025-01-26 15:12:00,completed,,South
1083,2025-01-26 15:13:00,completed,,South
1084,2025-01-26 11:10:00,completed,,East
1085,2025-01-26 23:46:00,completed,,South
1086,2025-01-26 08:53:00,completed,,North
1087,2025-01-26 21:17:00,unknown_status,,East
1088,2025-01-26 02:40:00,completed,,North
1089,2025-01-26 21:29:00,completed,,North
1090,2025-01-26 09:17:00,completed,,North
1091,2025-01-26 06:42:00,completed,,North
1092,2025-01-26 03:24:00,completed,,Central
1093,2025-01-26 16:35:00,completed,,North
1094,2025-01-26 00:23:00,completed,,South
1095,2025-01-27 12:18:00,completed,,South
1096,2025-01-27 15:06:00,completed,,North
1097,2025-01-27 06:22:00,completed,,South
1098,2025-01-27 18:40:00,completed,,North
1099,2025-01-27 15:45:00,completed,,South
1100,2025-01-27 01:30:00,completed,,Central
1101,2025-01-27 05:10:00,completed,,Central
1102,2025-01-27 14:30:00,completed,,Central
1103,2025-01-27 13:21:00,processing,,North
1104,2025-01-27 15:29:00,completed,,East
1105,2025-01-27 22:09:00,processing,,North
1106,2025-01-27 04:17:00,completed,,South
1107,2025-01-27 07:01:00,processing,,South
1108,2025-01-27 05:27:00,completed,,North
1109,2025-01-27 07:59:00,completed,,North
1110,2025-01-27 22:59:00,completed,,South
1111,2025-01-27 05:55:00,completed,,South
1112,2025-01-27 07:52:00,completed,,North
1113,2025-01-27 21:31:00,completed,,Central
1114,2025-01-27 07:18:00,completed,,North
1115,2025-01-27 23:41:00,completed,,Central
1116,2025-01-27 15:49:00,completed,,North
1117,2025-01-27 18:33:00,completed,,East
1118,2025-01-27 19:25:00,completed,,South
1119,2025-01-27 01:05:00,completed,,East
1120,2025-01-27 08:45:00,completed,,East
1121,2025-01-27 19:55:00,completed,,Central
1122,2025-01-27 14:52:00,completed,,Central
1123,2025-01-27 21:05:00,completed,,Central
1124,2025-01-27 05:22:00,completed,,East
1125,2025-01-27 17:54:00,completed,,Central
1126,2025-01-27 00:58:00,completed,,North
1127,2025-01-27 09:53:00,completed,,North
1128,2025-01-27 09:05:00,completed,,South
1129,2025-01-27 00:10:00,unknown_status,,North
1130,2025-01-27 17:40:00,processing,,South
1131,2025-01-27 04:15:00,completed,,Central
1132,2025-01-27 05:53:00,processing,,East
1133,2025-01-27 19:27:00,completed,,East
1134,2025-01-27 13:12:00,refunded,,Central
1135,2025-01-27 18:50:00,completed,,Central
1136,2025-01-28 01:44:00,completed,,South
1137,2025-01-28 07:37:00,completed,,Central
1138,2025-01-28 12:53:00,completed,,North
1139,2025-01-28 02:21:00,completed,,South
1140,2025-01-28 03:19:00,completed,,East
1141,2025-01-28 02:30:00,completed,,South
1142,2025-01-28 15:30:00,completed,,South
1143,2025-01-28 06:02:00,completed,,South
1144,2025-01-28 16:37:00,processing,,East
1145,2025-01-28 20:48:00,refunded,,South
1146,2025-01-28 06:31:00,completed,,Central
1147,2025-01-28 15:59:00,completed,,East
1148,2025-01-28 22:52:00,completed,,East
1149,2025-01-28 21:56:00,processing,,North
1150,2025-01-28 21:43:00,refunded,,North
1151,2025-01-28 02:50:00,completed,,South
1152,2025-01-28 13:23:00,completed,,East
1153,2025-01-28 14:28:00,completed,,East
1154,2025-01-28 11:35:00,completed,,Central
1155,2025-01-28 14:53:00,processing,,South
1156,2025-01-28 08:12:00,completed,,East
1157,2025-01-28 17:28:00,completed,,East
1158,2025-01-28 17:16:00,completed,,South
1159,2025-01-28 14:47:00,completed,,South
1160,2025-01-28 09:14:00,completed,,East
1161,2025-01-28 20:46:00,completed,,East
1162,2025-01-28 22:43:00,completed,,South
1163,2025-01-28 19:40:00,completed,,North
1164,2025-01-28 20:27:00,processing,,North
1165,2025-01-28 07:08:00,completed,,East
1166,2025-01-28 22:24:00,completed,,South
1167,2025-01-28 10:48:00,completed,,South
1168,2025-01-28 10:04:00,completed,,North
1169,2025-01-28 07:35:00,processing,,Central
1170,2025-01-28 04:54:00,completed,,North
1171,2025-01-28 07:34:00,completed,,South
1172,2025-01-28 10:48:00,completed,,Central
1173,2025-01-28 18:17:00,completed,,East
1174,2025-01-28 17:08:00,completed,,North
1175,2025-01-28 12:50:00,completed,,South
1176,2025-01-28 00:38:00,completed,,Central
1177,2025-01-28 02:52:00,completed,,East
1178,2025-01-28 10:32:00,completed,,East
1179,2025-01-28 18:12:00,processing,,South
1180,2025-01-28 15:03:00,completed,,Central
1181,2025-01-28 01:33:00,completed,,East
1182,2025-01-28 03:47:00,completed,,Central
1183,2025-01-28 04:34:00,completed,,Central
1184,2025-01-28 21:40:00,completed,,East
1185,2025-01-28 17:45:00,completed,,South
1186,2025-01-29 17:06:00,cancelled,,South
1187,2025-01-29 04:53:00,processing,,North
1188,2025-01-29 03:58:00,completed,,South
1189,2025-01-29 11:24:00,completed,,South
1190,2025-01-29 11:39:00,completed,,North
1191,2025-01-29 09:20:00,completed,,North
1192,2025-01-29 07:12:00,processing,,South
1193,2025-01-29 14:15:00,completed,,South
1194,2025-01-29 15:01:00,completed,,South
1195,2025-01-29 13:19:00,completed,,South
1196,2025-01-29 21:34:00,completed,,South
1197,2025-01-29 13:26:00,completed,,North
1198,2025-01-29 00:31:00,cancelled,,North
1199,2025-01-29 07:35:00,completed,,North
1200,2025-01-29 10:27:00,completed,,North
1201,2025-01-29 12:51:00,completed,,East
1202,2025-01-29 22:12:00,completed,,South
1203,2025-01-29 11:10:00,completed,,East
1204,2025-01-29 15:41:00,completed,,North
1205,2025-01-29 12:18:00,completed,,North
1206,2025-01-29 07:36:00,completed,,East
1207,2025-01-29 14:19:00,completed,,North
1208,2025-01-29 02:15:00,cancelled,,South
1209,2025-01-29 01:58:00,completed,,East
1210,2025-01-29 20:40:00,completed,,Central
1211,2025-01-29 05:48:00,completed,,South
1212,2025-01-29 16:53:00,processing,,East
1213,2025-01-29 15:07:00,completed,,North
1214,2025-01-29 07:23:00,completed,,East
1215,2025-01-29 20:55:00,completed,,East
1216,2025-01-29 13:07:00,completed,,Central
1217,2025-01-29 06:06:00,completed,,East
1218,2025-01-29 13:25:00,completed,,South
1219,2025-01-29 00:54:00,completed,,South
1220,2025-01-29 22:24:00,completed,,North
1221,2025-01-29 00:33:00,completed,,East
1222,2025-01-29 18:01:00,completed,,Central
1223,2025-01-29 11:24:00,completed,,Central
1224,2025-01-29 21:43:00,completed,,East
1225,2025-01-29 04:44:00,completed,,South
1226,2025-01-30 22:45:00,processing,,North
1227,2025-01-30 08:59:00,completed,,East
1228,2025-01-30 05:33:00,processing,,East
1229,2025-01-30 12:28:00,completed,,East
1230,2025-01-30 11:11:00,completed,,Central
1231,2025-01-30 20:40:00,cancelled,,South
1232,2025-01-30 18:27:00,completed,,East
1233,2025-01-30 19:33:00,completed,,East
1234,2025-01-30 09:17:00,completed,,East
1235,2025-01-30 11:37:00,completed,,South
1236,2025-01-30 02:24:00,completed,,South
1237,2025-01-30 02:44:00,completed,,North
1238,2025-01-30 12:47:00,completed,,North
1239,2025-01-30 12:04:00,completed,,North
1240,2025-01-30 10:39:00,completed,,South
1241,2025-01-30 13:45:00,processing,,Central
1242,2025-01-30 23:44:00,completed,,South
1243,2025-01-30 06:41:00,completed,,South
1244,2025-01-30 03:23:00,refunded,,Central
1245,2025-01-30 13:24:00,completed,,East
1246,2025-01-30 12:06:00,completed,,North
1247,2025-01-30 13:06:00,completed,,East
1248,2025-01-30 22:36:00,completed,,East
1249,2025-01-30 12:25:00,completed,,South
1250,2025-01-30 18:22:00,processing,,North
1251,2025-01-30 20:44:00,completed,,Central
1252,2025-01-30 20:13:00,completed,,South
1253,2025-01-30 22:20:00,completed,,North
1254,2025-01-30 11:59:00,completed,,North
1255,2025-01-30 02:53:00,completed,,East
1256,2025-01-30 10:35:00,completed,,East
1257,2025-01-30 03:06:00,completed,,South
1258,2025-01-30 22:18:00,completed,,East
1259,2025-01-30 01:33:00,completed,,North
1260,2025-01-30 12:14:00,completed,,Central
1261,2025-01-30 06:59:00,processing,,North
1262,2025-01-30 17:56:00,completed,,South
1263,2025-01-30 19:19:00,completed,,North
1264,2025-01-30 20:56:00,completed,,East
1265,2025-01-30 05:05:00,completed,,East
1266,2025-01-30 08:19:00,completed,,East
1267,2025-01-30 02:07:00,processing,,North
1268,2025-01-30 22:05:00,completed,,East
1269,2025-01-30 08:29:00,completed,,Central
1270,2025-01-30 20:09:00,completed,,Central
1271,2025-01-30 22:34:00,completed,,North
1272,2025-01-30 07:52:00,completed,,Central
1273,2025-01-30 22:04:00,completed,,North
1274,2025-01-30 21:50:00,completed,,South
1275,2025-01-31 22:15:00,completed,,East
1276,2025-01-31 20:10:00,completed,,South
1277,2025-01-31 10:45:00,completed,,North
1278,2025-01-31 15:15:00,completed,,East
1279,2025-01-31 21:09:00,completed,,North
1280,2025-01-31 23:41:00,completed,,East
1281,2025-01-31 22:52:00,cancelled,,South
1282,2025-01-31 07:18:00,processing,,North
1283,2025-01-31 00:37:00,completed,,North
1284,2025-01-31 23:06:00,completed,,Central
1285,2025-01-31 16:48:00,completed,,East
1286,2025-01-31 19:35:00,completed,,North
1287,2025-01-31 15:04:00,completed,,South
1288,2025-01-31 06:26:00,completed,,South
1289,2025-01-31 16:15:00,completed,,South
1290,2025-01-31 01:33:00,processing,,Central
1291,2025-01-31 17:21:00,completed,,East
1292,2025-01-31 00:40:00,completed,,East
1293,2025-01-31 20:28:00,completed,,East
