shipment_id,order_id,promised_ship_date,shipped_date,delivered_date
908,984,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
909,985,2025-01-27 00:00:00,2025-01-27 00:00:00,2025-01-29 00:00:00
910,987,2025-01-27 00:00:00,2025-02-01 00:00:00,2025-02-03 00:00:00
911,988,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
912,989,2025-01-28 00:00:00,,
913,991,2025-01-28 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
914,992,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-31 00:00:00
915,994,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-28 00:00:00
916,995,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
917,996,2025-01-27 00:00:00,2025-01-27 00:00:00,2025-01-31 00:00:00
918,999,2025-01-27 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
919,1000,2025-01-27 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
920,1001,2025-01-28 00:00:00,2025-01-26 00:00:00,2025-01-27 00:00:00
921,1002,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00
922,1003,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-30 00:00:00
923,1004,2025-01-27 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
924,1005,2025-01-28 00:00:00,2025-01-26 00:00:00,2025-01-30 00:00:00
925,1007,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-28 00:00:00
926,1008,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-31 00:00:00
927,1009,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
928,1010,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00
929,1011,2025-01-27 00:00:00,2025-01-28 00:00:00,2025-01-29 00:00:00
930,1012,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-29 00:00:00
931,1013,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-29 00:00:00
932,1014,2025-01-28 00:00:00,2025-01-26 00:00:00,2025-01-27 00:00:00
933,1015,2025-01-27 00:00:00,2025-01-27 00:00:00,2025-01-28 00:00:00
934,1016,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
935,1017,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
936,1018,2025-01-28 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
937,1019,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
938,1020,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-31 00:00:00
939,1021,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-31 00:00:00
940,1022,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-31 00:00:00
941,1023,2025-01-28 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
942,1024,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
943,1025,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-30 00:00:00
944,1026,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-30 00:00:00
945,1027,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
946,1029,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-28 00:00:00
947,1030,2025-01-28 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
948,1031,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-30 00:00:00
949,1032,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-30 00:00:00
950,1033,2025-01-28 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
951,1034,2025-01-27 00:00:00,2025-01-26 00:00:00,2025-01-28 00:00:00
952,1035,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-29 00:00:00
953,1036,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
954,1037,2025-01-28 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
955,1038,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-30 00:00:00
956,1039,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00
957,1040,2025-01-29 00:00:00,2025-01-30 00:00:00,2025-02-01 00:00:00
958,1042,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-31 00:00:00
959,1043,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
960,1044,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-28 00:00:00
961,1045,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-30 00:00:00
962,1046,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
963,1047,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-29 00:00:00
964,1048,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
965,1049,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00
966,1050,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00
967,1051,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-29 00:00:00
968,1052,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00
969,1053,2025-01-30 00:00:00,2025-01-28 00:00:00,2025-01-29 00:00:00
970,1054,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-28 00:00:00
971,1056,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
972,1057,2025-01-29 00:00:00,2025-01-31 00:00:00,2025-02-02 00:00:00
973,1058,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-30 00:00:00
974,1059,2025-01-29 00:00:00,2025-01-29 00:00:00,2025-02-02 00:00:00
975,1060,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-29 00:00:00
976,1061,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
977,1062,2025-01-30 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
978,1063,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
979,1064,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00
980,1065,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-31 00:00:00
981,1066,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00
982,1068,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
983,1069,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-28 00:00:00
984,1070,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-28 00:00:00
985,1071,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-29 00:00:00
986,1072,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-29 00:00:00
987,1073,2025-01-30 00:00:00,2025-01-28 00:00:00,2025-01-30 00:00:00
988,1074,2025-01-29 00:00:00,2025-01-29 00:00:00,2025-01-30 00:00:00
989,1075,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00
990,1076,2025-01-30 00:00:00,2025-01-29 00:00:00,2025-02-01 00:00:00
991,1078,2025-01-29 00:00:00,2025-01-29 00:00:00,2025-02-01 00:00:00
992,1079,2025-01-28 00:00:00,2025-01-29 00:00:00,2025-01-30 00:00:00
993,1080,2025-01-29 00:00:00,2025-01-27 00:00:00,2025-01-29 00:00:00
994,1081,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-29 00:00:00
995,1082,2025-01-28 00:00:00,2025-01-31 00:00:00,2025-02-01 00:00:00
996,1083,2025-01-29 00:00:00,2025-01-29 00:00:00,2025-01-31 00:00:00
997,1084,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-31 00:00:00
998,1085,2025-01-29 00:00:00,2025-01-29 00:00:00,2025-02-01 00:00:00
999,1086,2025-01-28 00:00:00,2025-01-27 00:00:00,2025-01-30 00:00:00
1000,1088,2025-01-29 00:00:00,2025-01-31 00:00:00,2025-02-02 00:00:00
1001,1089,2025-01-29 00:00:00,2025-01-29 00:00:00,2025-02-01 00:00:00
1002,1090,2025-01-29 00:00:00,2025-01-31 00:00:00,2025-02-02 00:00:00
1003,1091,2025-01-29 00:00:00,2025-01-29 00:00:00,2025-01-31 00:00:00
1004,1092,2025-01-30 00:00:00,2025-01-28 00:00:00,2025-01-29 00:00:00
1005,1093,2025-01-30 00:00:00,2025-02-02 00:00:00,2025-02-05 00:00:00
1006,1094,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00
1007,1095,2025-01-29 00:00:00,2025-01-29 00:00:00,2025-01-31 00:00:00
1008,1096,2025-01-29 00:00:00,2025-01-29 00:00:00,2025-02-02 00:00:00
1009,1097,2025-01-31 00:00:00,2025-01-29 00:00:00,2025-01-30 00:00:00
1010,1098,2025-01-30 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00
1011,1099,2025-01-30 00:00:00,2025-01-29 00:00:00,2025-02-02 00:00:00
1012,1100,2025-01-31 00:00:00,2025-01-28 00:00:00,2025-01-29 00:00:00
1013,1101,2025-01-29 00:00:00,2025-01-29 00:00:00,2025-01-31 00:00:00
1014,1102,2025-01-30 00:00:00,2025-02-03 00:00:00,2025-02-05 00:00:00
1015,1103,2025-01-30 00:00:00,2025-01-29 00:00:00,2025-01-30 00:00:00
1016,1104,2025-01-31 00:00:00,2025-01-29 00:00:00,2025-01-31 00:00:00
1017,1105,2025-01-30 00:00:00,2025-01-29 00:00:00,2025-02-02 00:00:00
1018,1106,2025-01-30 00:00:00,,
1019,1107,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
1020,1108,2025-01-30 00:00:00,2025-01-29 00:00:00,2025-01-30 00:00:00
1021,1109,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1022,1110,2025-01-30 00:00:00,2025-01-29 00:00:00,2025-01-30 00:00:00
1023,1111,2025-01-30 00:00:00,2025-02-01 00:00:00,2025-02-02 00:00:00
1024,1112,2025-01-29 00:00:00,2025-01-29 00:00:00,2025-02-02 00:00:00
1025,1113,2025-01-30 00:00:00,2025-01-29 00:00:00,2025-01-31 00:00:00
1026,1114,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
1027,1115,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1028,1116,2025-01-30 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00
1029,1117,2025-01-29 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
1030,1118,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1031,1119,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-02-03 00:00:00
1032,1120,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1033,1121,2025-01-30 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00
1034,1122,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
1035,1123,2025-01-30 00:00:00,2025-01-29 00:00:00,2025-01-31 00:00:00
1036,1124,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1037,1125,2025-01-30 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00
1038,1126,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-02-01 00:00:00
1039,1127,2025-01-30 00:00:00,,
1040,1128,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1041,1130,2025-01-30 00:00:00,2025-02-01 00:00:00,2025-02-05 00:00:00
1042,1131,2025-01-30 00:00:00,2025-02-01 00:00:00,2025-02-04 00:00:00
1043,1132,2025-01-30 00:00:00,2025-01-29 00:00:00,2025-02-01 00:00:00
1044,1133,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
1045,1135,2025-01-30 00:00:00,2025-02-03 00:00:00,2025-02-05 00:00:00
1046,1136,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-02-01 00:00:00
1047,1137,2025-02-01 00:00:00,2025-01-30 00:00:00,2025-02-01 00:00:00
1048,1138,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1049,1139,2025-01-31 00:00:00,,
1050,1140,2025-01-30 00:00:00,2025-02-02 00:00:00,2025-02-05 00:00:00
1051,1141,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-01 00:00:00
1052,1142,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-03 00:00:00
1053,1143,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-02 00:00:00
1054,1144,2025-01-30 00:00:00,2025-01-29 00:00:00,2025-01-31 00:00:00
1055,1146,2025-01-31 00:00:00,2025-01-29 00:00:00,2025-01-30 00:00:00
1056,1147,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1057,1148,2025-01-31 00:00:00,2025-01-29 00:00:00,2025-02-02 00:00:00
1058,1149,2025-01-30 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1059,1151,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1060,1152,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-04 00:00:00
1061,1153,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-04 00:00:00
1062,1154,2025-02-01 00:00:00,2025-01-30 00:00:00,2025-02-01 00:00:00
1063,1155,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-03 00:00:00
1064,1156,2025-01-31 00:00:00,2025-01-29 00:00:00,2025-01-30 00:00:00
1065,1157,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1066,1158,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-04 00:00:00
1067,1159,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1068,1160,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-01 00:00:00
1069,1161,2025-02-01 00:00:00,2025-01-30 00:00:00,2025-02-03 00:00:00
1070,1162,2025-01-31 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1071,1163,2025-02-01 00:00:00,2025-01-29 00:00:00,2025-01-30 00:00:00
1072,1164,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1073,1165,2025-02-01 00:00:00,2025-01-29 00:00:00,2025-01-30 00:00:00
1074,1166,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
1075,1167,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1076,1168,2025-01-31 00:00:00,2025-01-29 00:00:00,2025-02-02 00:00:00
1077,1169,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-03 00:00:00
1078,1170,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
1079,1171,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
1080,1172,2025-01-30 00:00:00,2025-01-29 00:00:00,2025-02-02 00:00:00
1081,1173,2025-02-01 00:00:00,2025-02-02 00:00:00,2025-02-03 00:00:00
1082,1174,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1083,1175,2025-02-01 00:00:00,2025-01-29 00:00:00,2025-01-31 00:00:00
1084,1176,2025-02-01 00:00:00,2025-01-30 00:00:00,2025-02-01 00:00:00
1085,1177,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-03 00:00:00
1086,1178,2025-01-30 00:00:00,2025-02-02 00:00:00,2025-02-06 00:00:00
1087,1179,2025-02-01 00:00:00,2025-02-02 00:00:00,2025-02-05 00:00:00
1088,1180,2025-01-30 00:00:00,2025-02-04 00:00:00,2025-02-08 00:00:00
1089,1181,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
1090,1182,2025-02-01 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
1091,1183,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-02 00:00:00
1092,1184,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-01 00:00:00
1093,1185,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-01 00:00:00
1094,1187,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-03 00:00:00
1095,1188,2025-02-01 00:00:00,2025-01-30 00:00:00,2025-02-03 00:00:00
1096,1189,2025-02-02 00:00:00,2025-01-31 00:00:00,2025-02-03 00:00:00
1097,1190,2025-01-31 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00
1098,1191,2025-02-01 00:00:00,2025-01-31 00:00:00,2025-02-03 00:00:00
1099,1192,2025-02-02 00:00:00,2025-01-31 00:00:00,2025-02-02 00:00:00
1100,1193,2025-01-31 00:00:00,2025-02-01 00:00:00,2025-02-04 00:00:00
1101,1194,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-03 00:00:00
1102,1195,2025-01-31 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00
1103,1196,2025-01-31 00:00:00,2025-01-31 00:00:00,2025-02-03 00:00:00
1104,1197,2025-02-01 00:00:00,2025-02-03 00:00:00,2025-02-06 00:00:00
1105,1199,2025-02-01 00:00:00,2025-02-03 00:00:00,2025-02-05 00:00:00
1106,1200,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-03 00:00:00
1107,1201,2025-02-02 00:00:00,2025-01-31 00:00:00,2025-02-02 00:00:00
1108,1202,2025-02-01 00:00:00,2025-01-30 00:00:00,2025-02-03 00:00:00
1109,1203,2025-02-01 00:00:00,2025-01-31 00:00:00,2025-02-01 00:00:00
1110,1204,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-05 00:00:00
1111,1205,2025-02-01 00:00:00,2025-02-03 00:00:00,2025-02-05 00:00:00
1112,1206,2025-02-01 00:00:00,,
1113,1207,2025-02-01 00:00:00,2025-01-31 00:00:00,2025-02-01 00:00:00
1114,1209,2025-02-02 00:00:00,2025-02-01 00:00:00,2025-02-05 00:00:00
1115,1210,2025-02-01 00:00:00,2025-01-31 00:00:00,2025-02-01 00:00:00
1116,1211,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-02 00:00:00
1117,1212,2025-02-02 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00
1118,1213,2025-02-01 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00
1119,1214,2025-02-01 00:00:00,2025-01-31 00:00:00,2025-02-04 00:00:00
1120,1215,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-02 00:00:00
1121,1216,2025-01-31 00:00:00,2025-02-03 00:00:00,2025-02-05 00:00:00
1122,1217,2025-01-31 00:00:00,2025-02-01 00:00:00,2025-02-05 00:00:00
1123,1218,2025-02-02 00:00:00,2025-02-05 00:00:00,2025-02-07 00:00:00
1124,1219,2025-01-31 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00
1125,1220,2025-02-01 00:00:00,2025-02-05 00:00:00,2025-02-07 00:00:00
1126,1221,2025-02-01 00:00:00,2025-01-31 00:00:00,2025-02-04 00:00:00
1127,1222,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-04 00:00:00
1128,1223,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-05 00:00:00
1129,1224,2025-02-01 00:00:00,2025-01-31 00:00:00,2025-02-02 00:00:00
1130,1225,2025-02-02 00:00:00,2025-02-01 00:00:00,2025-02-04 00:00:00
1131,1226,2025-02-01 00:00:00,2025-02-02 00:00:00,2025-02-06 00:00:00
1132,1227,2025-02-02 00:00:00,2025-01-31 00:00:00,2025-02-01 00:00:00
1133,1228,2025-02-02 00:00:00,2025-02-01 00:00:00,2025-02-05 00:00:00
1134,1229,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-04 00:00:00
1135,1230,2025-02-02 00:00:00,2025-02-01 00:00:00,2025-02-03 00:00:00
1136,1232,2025-02-02 00:00:00,2025-02-06 00:00:00,2025-02-07 00:00:00
1137,1233,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-04 00:00:00
1138,1234,2025-02-02 00:00:00,2025-01-31 00:00:00,2025-02-04 00:00:00
1139,1235,2025-02-03 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1140,1236,2025-02-02 00:00:00,2025-02-04 00:00:00,2025-02-05 00:00:00
1141,1237,2025-02-01 00:00:00,2025-01-31 00:00:00,2025-02-02 00:00:00
1142,1238,2025-02-03 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1143,1239,2025-02-03 00:00:00,2025-02-01 00:00:00,2025-02-03 00:00:00
1144,1240,2025-02-02 00:00:00,2025-01-31 00:00:00,2025-02-04 00:00:00
1145,1241,2025-02-02 00:00:00,2025-02-01 00:00:00,2025-02-03 00:00:00
1146,1242,2025-02-02 00:00:00,2025-02-04 00:00:00,2025-02-08 00:00:00
1147,1243,2025-02-03 00:00:00,2025-02-04 00:00:00,2025-02-06 00:00:00
1148,1245,2025-02-01 00:00:00,2025-02-04 00:00:00,2025-02-05 00:00:00
1149,1246,2025-02-01 00:00:00,2025-02-06 00:00:00,2025-02-10 00:00:00
1150,1247,2025-02-03 00:00:00,2025-02-01 00:00:00,2025-02-02 00:00:00
1151,1248,2025-02-02 00:00:00,2025-02-04 00:00:00,2025-02-07 00:00:00
1152,1249,2025-02-02 00:00:00,2025-02-04 00:00:00,2025-02-05 00:00:00
1153,1250,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-03 00:00:00
1154,1251,2025-02-02 00:00:00,2025-02-01 00:00:00,2025-02-05 00:00:00
1155,1252,2025-02-02 00:00:00,,
1156,1253,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1157,1254,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1158,1255,2025-02-02 00:00:00,2025-02-01 00:00:00,2025-02-05 00:00:00
1159,1256,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1160,1257,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-03 00:00:00
1161,1258,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1162,1259,2025-02-02 00:00:00,2025-02-04 00:00:00,2025-02-08 00:00:00
1163,1260,2025-02-03 00:00:00,2025-02-01 00:00:00,2025-02-04 00:00:00
1164,1261,2025-02-01 00:00:00,,
1165,1262,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1166,1263,2025-02-02 00:00:00,2025-02-04 00:00:00,2025-02-06 00:00:00
1167,1264,2025-02-03 00:00:00,2025-02-01 00:00:00,2025-02-03 00:00:00
1168,1265,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-06 00:00:00
1169,1266,2025-02-02 00:00:00,2025-02-01 00:00:00,2025-02-04 00:00:00
1170,1267,2025-02-03 00:00:00,2025-02-01 00:00:00,2025-02-03 00:00:00
1171,1268,2025-02-02 00:00:00,2025-01-31 00:00:00,2025-02-04 00:00:00
1172,1269,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1173,1270,2025-02-01 00:00:00,2025-01-31 00:00:00,2025-02-03 00:00:00
1174,1271,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-05 00:00:00
1175,1272,2025-02-03 00:00:00,2025-02-04 00:00:00,2025-02-05 00:00:00
1176,1273,2025-02-02 00:00:00,2025-02-01 00:00:00,2025-02-04 00:00:00
1177,1274,2025-02-02 00:00:00,2025-01-31 00:00:00,2025-02-01 00:00:00
1178,1275,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1179,1276,2025-02-02 00:00:00,2025-02-05 00:00:00,2025-02-09 00:00:00
1180,1277,2025-02-04 00:00:00,2025-02-02 00:00:00,2025-02-05 00:00:00
1181,1278,2025-02-03 00:00:00,2025-02-02 00:00:00,2025-02-05 00:00:00
1182,1279,2025-02-03 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1183,1280,2025-02-03 00:00:00,2025-02-03 00:00:00,2025-02-05 00:00:00
1184,1282,2025-02-03 00:00:00,2025-02-02 00:00:00,2025-02-06 00:00:00
1185,1283,2025-02-03 00:00:00,2025-02-03 00:00:00,2025-02-05 00:00:00
1186,1284,2025-02-03 00:00:00,2025-02-02 00:00:00,2025-02-05 00:00:00
1187,1285,2025-02-03 00:00:00,2025-02-03 00:00:00,2025-02-07 00:00:00
1188,1286,2025-02-04 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1189,1287,2025-02-04 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1190,1288,2025-02-04 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00
1191,1289,2025-02-04 00:00:00,2025-02-01 00:00:00,2025-02-04 00:00:00
1192,1290,2025-02-02 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00
1193,1291,2025-02-03 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1194,1292,2025-02-04 00:00:00,2025-02-03 00:00:00,2025-02-07 00:00:00
1195,1293,2025-02-03 00:00:00,2025-02-02 00:00:00,2025-02-05 00:00:00
1196,1294,2025-02-04 00:00:00,2025-02-05 00:00:00,2025-02-06 00:00:00
1197,1295,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1198,1296,2025-02-03 00:00:00,2025-02-07 00:00:00,2025-02-08 00:00:00
1199,1297,2025-02-03 00:00:00,2025-02-07 00:00:00,2025-02-10 00:00:00
1200,1298,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-05 00:00:00
1201,1299,2025-02-03 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00
1202,1301,2025-02-03 00:00:00,2025-02-05 00:00:00,2025-02-09 00:00:00
1203,1302,2025-02-03 00:00:00,2025-02-01 00:00:00,2025-02-05 00:00:00
1204,1303,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-03 00:00:00
1205,1304,2025-02-03 00:00:00,2025-02-05 00:00:00,2025-02-09 00:00:00
1206,1305,2025-02-04 00:00:00,2025-02-02 00:00:00,2025-02-05 00:00:00
1207,1306,2025-02-03 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1208,1307,2025-02-03 00:00:00,2025-02-02 00:00:00,2025-02-03 00:00:00
1209,1308,2025-02-03 00:00:00,2025-02-02 00:00:00,2025-02-04 00:00:00
1210,1309,2025-02-02 00:00:00,2025-02-05 00:00:00,2025-02-07 00:00:00
1211,1310,2025-02-05 00:00:00,2025-02-04 00:00:00,2025-02-07 00:00:00
1212,1311,2025-02-04 00:00:00,,
1213,1312,2025-02-04 00:00:00,2025-02-08 00:00:00,2025-02-10 00:00:00
1214,1313,2025-02-04 00:00:00,2025-02-02 00:00:00,2025-02-06 00:00:00
1215,1314,2025-02-03 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00
1216,1315,2025-02-03 00:00:00,2025-02-04 00:00:00,2025-02-05 00:00:00
1217,1316,2025-02-04 00:00:00,2025-02-03 00:00:00,2025-02-06 00:00:00
1218,1317,2025-02-05 00:00:00,2025-02-03 00:00:00,2025-02-07 00:00:00
1219,1318,2025-02-04 00:00:00,2025-02-03 00:00:00,2025-02-07 00:00:00
1220,1319,2025-02-04 00:00:00,2025-02-06 00:00:00,2025-02-07 00:00:00
1221,1320,2025-02-04 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00
1222,1321,2025-02-04 00:00:00,2025-02-04 00:00:00,2025-02-07 00:00:00
1223,1322,2025-02-03 00:00:00,2025-02-03 00:00:00,2025-02-05 00:00:00
1224,1323,2025-02-05 00:00:00,2025-02-03 00:00:00,2025-02-07 00:00:00
